date,beta,market_cap,vol10,momentum
2012/11/09,0.19211542751234237,0.5038815287346243,0.024279055614745883,0.13769232984934648
2012/11/16,0.13167380481538404,0.5443737157468952,-0.19295826505831087,0.19773967413221175
2012/11/23,0.04070149276263608,0.5153646729398004,-0.1437552145113413,0.10742442763488456
2012/11/30,0.010203542872205805,0.3988304638928818,-0.0012210380514005015,0.11799230232491115
2012/12/07,0.14949565778554405,0.48820335046303337,-0.08755514956116109,0.06186359582385281
2012/12/14,0.23369587186041857,0.4712497086016836,-0.13470017093866027,0.046720050053007396
2012/12/21,0.1753139247572139,0.4331953731377923,-0.1411145951336709,0.07955778009747741
2012/12/28,0.20853907103593816,0.3194684715681029,-0.10648511480865704,0.24384173553665986
2013/01/04,0.26965013424610795,0.36290792379179265,-0.36823865490976077,0.06571873872741046
2013/01/11,0.20192638572132,0.43459272083805384,-0.3454781157779692,0.2099438296356221
2013/01/18,0.1704490699357815,0.5228116273356371,-0.17693060950637282,0.26453885359944357
2013/01/25,0.18062375809361006,0.6018440416551478,-0.38040532235560304,0.25634417903995477
2013/02/01,0.15719791599706986,0.507860983090253,-0.0512930098572566,0.20355772739460135
2013/02/08,0.20115089372087466,0.4557019498730866,-0.14098457773792175,0.16598869837688146
2013/02/15,0.17619163143113595,0.3744687829497135,-0.16025033980763195,0.19766519855879153
2013/02/22,0.06150165811761701,0.38627191366593383,-0.12241945150042483,0.18957845207747753
2013/03/01,0.09375799174154738,0.4272405015252579,-0.03821514450058694,0.2456757326411224
2013/03/08,0.12620223569490358,0.4227377604583141,-0.134127386752622,0.18385645872335296
2013/03/15,0.13091334295374046,0.42791925544187354,-0.18442164618254628,0.13371352311548715
2013/03/22,0.17781203121408265,0.44275741723973966,-0.4029578439260051,0.2221585100228502
2013/03/29,0.1399822855820691,0.4357963397837684,-0.46236761077111854,0.11925005292658444
2013/04/05,-0.0630565693212047,0.40506126416953125,-0.2367547629573423,0.07136479095066502
2013/04/12,0.006005014385070075,0.6055739066614056,-0.11361331166962706,0.10553393550954022
2013/04/19,-0.08868197868700604,0.5786775915660936,-0.145101411742574,0.1734809740129586
2013/04/26,-0.02241149668560567,0.536113498324004,0.2893252478210626,0.03711628133753464
2013/05/03,0.11519534304902382,0.5644931926249793,-0.1950148059820521,0.14186795514336364
2013/05/10,0.15426723525805153,0.581956797895234,0.01361467122199024,0.14148256756310437
2013/05/17,0.23692156931170938,0.5464539913333437,-0.3643996495156707,0.1462981674549181
2013/05/24,0.16004290365919066,0.49038242861633435,-0.19797307924639349,0.09477185242424355
2013/05/31,0.16498685288780568,0.3911789197013883,-0.277471420805471,0.1987490519452936
2013/06/07,0.09218512680380336,0.3845836527937814,-0.15390536708235733,0.22198611566329618
2013/06/14,0.0276620985601338,0.1765287590426211,-0.19521531836060127,0.24062844291270358
2013/06/21,0.0681756208394982,0.1510749139780108,-0.2562346148837901,0.32092481546730484
2013/06/28,0.0035062407364956764,0.2377671223969722,-0.13733128507275105,0.36220500479225454
2013/07/05,0.03779519363249515,0.1835289415544927,-0.21658855973020597,0.3017278598096416
2013/07/12,0.03147546764119688,0.3606803901961025,-0.43185672132481706,0.26906800432471645
2013/07/19,0.06976208422284935,0.4712800758845136,-0.6607688514844193,0.22235090647970823
2013/07/26,0.09669401519627732,0.47608812786503235,-0.42797161942393586,0.25479027397009063
