date,market_cap,vol10,beta,momentum
2016-07-08,0.0020801347384506205,-0.03636607872694195,-0.016579645445919628,0.01325063917404097
2016-07-15,0.0014580965873319288,-0.03625999617952354,-0.01784689527804699,0.013387839908338214
2016-07-22,0.0014580965873319288,-0.03625999617952354,-0.01784689527804699,0.013387839908338214
2016-07-29,0.0014580965873319288,-0.03625999617952354,-0.01784689527804699,0.013387839908338214
2016-08-05,0.0014580965873319288,-0.03625999617952354,-0.01784689527804699,0.013387839908338214
2016-08-12,0.0010403689037597936,-0.03619033442064245,-0.014775541641811234,0.012485225065501317
2016-08-19,0.0010403689037597936,-0.03619033442064245,-0.014775541641811234,0.012485225065501317
2016-08-26,0.0010403689037597936,-0.03619033442064245,-0.014775541641811234,0.012485225065501317
2016-09-02,0.0010403689037597936,-0.03619033442064245,-0.014775541641811234,0.012485225065501317
2016-09-09,0.000311063637784167,-0.0356178510637183,-0.009267663056815777,0.011953981942055459
2016-09-16,0.000311063637784167,-0.0356178510637183,-0.009267663056815777,0.011953981942055459
2016-09-23,0.000311063637784167,-0.0356178510637183,-0.009267663056815777,0.011953981942055459
2016-09-30,0.000311063637784167,-0.0356178510637183,-0.009267663056815777,0.011953981942055459
2016-10-07,0.0008696525248942117,-0.03485181504656016,-0.0037584357693687632,0.011588166747003154
2016-10-14,0.0008696525248942117,-0.03485181504656016,-0.0037584357693687632,0.011588166747003154
2016-10-21,0.0008696525248942117,-0.03485181504656016,-0.0037584357693687632,0.011588166747003154
2016-10-28,0.0008696525248942117,-0.03485181504656016,-0.0037584357693687632,0.011588166747003154
2016-11-04,-4.197817893426409e-05,-0.03242330826334806,-0.002728552944381083,0.011322943265611608
2016-11-11,-4.197817893426409e-05,-0.03242330826334806,-0.002728552944381083,0.011322943265611608
2016-11-18,-4.197817893426409e-05,-0.03242330826334806,-0.002728552944381083,0.011322943265611608
2016-11-25,-4.197817893426409e-05,-0.03242330826334806,-0.002728552944381083,0.011322943265611608
2016-12-02,-0.00016845246189553848,-0.032630062058717074,-1.4647218859079708e-05,0.010704150947436989
2016-12-09,-0.00016845246189553848,-0.032630062058717074,-1.4647218859079708e-05,0.010704150947436989
2016-12-16,-0.00016845246189553848,-0.032630062058717074,-1.4647218859079708e-05,0.010704150947436989
2016-12-23,-0.00016845246189553848,-0.032630062058717074,-1.4647218859079708e-05,0.010704150947436989
2016-12-30,0.00027517760033059295,-0.032942980131876166,-0.0022571531930668503,0.002532404518127473
