,ticker,weight,Name,Prev Close,Avg Daily Volume,Market Cap,PE ratio
0,BA,0.19999955695788854,Boeing Company (The) Common Sto,177.5600,3380660,109.14B,23.4169
1,CVS,0.1999999811375395,CVS Health Corporation Common S,77.81,6946490,82.55B,15.85
2,MCD,0.10841359159347415,McDonald's Corporation Common S,129.96,3661840,106.45B,23.89
3,MO,0.19999997879246953,"Altria Group, Inc.",71.76,6617020,139.84B,9.90
4,PM,0.1999995796189134,Philip Morris International Inc,113.050,4663070,176.03B,25.327
5,WMT,0.09158731189971488,"Wal-Mart Stores, Inc. Common St",73.06,9210360,222.71B,16.76
