,ticker,weight,Name,Prev Close,Avg Daily Volume,Market Cap,PE ratio
0,ACAT,0.20000000727250514,Arctic Cat Inc.,18.50,418397,,
1,BGFV,0.2000000037757941,Big 5 Sporting Goods Corporatio,15.35,621608,327.02M,19.61
2,FPI,0.20000000443100274,Farmland Partners Inc.,10.93,303997,191.70M,125.51
3,ORC,0.20000000764947848,"Orchid Island Capital, Inc.",9.97,979775,329.31M,121.83
4,ZYNE,0.19999997687121948,"Zynerba Pharmaceuticals, Inc.",19.96,450287,265.60M,
