,date,pnl
0,2014-01-03,0.023488808410977755
1,2014-01-10,0.051570621653408866
2,2014-01-17,-0.02782754860627719
3,2014-01-24,0.04143365195975562
4,2014-01-31,0.023162381956116505
5,2014-02-07,0.05909602757020359
6,2014-02-14,0.0027288857292976625
7,2014-02-21,-0.0028923072136047157
8,2014-02-28,-0.0782086028404649
9,2014-03-07,-0.0448670623213962
10,2014-03-14,0.06793938467463481
11,2014-03-21,-0.022583474936692036
12,2014-03-28,0.021831482141801903
13,2014-04-04,0.00015478268521550848
14,2014-04-11,0.018581452594335406
15,2014-04-18,0.006845696807568056
16,2014-04-25,-0.0010023723648571181
17,2014-05-02,0.08438961691492516
18,2014-05-09,-0.037310697133083215
19,2014-05-16,0.0022222886826164714
20,2014-05-23,-0.01409396289769298
21,2014-05-30,0.06290534766971832
22,2014-06-06,-0.03101313643670196
23,2014-06-13,-0.0047136658445920045
24,2014-06-20,-0.01300647540627814
25,2014-06-27,0.04678927375347648
26,2014-07-04,-0.022830272415307926
27,2014-07-11,-0.035811332489734886
28,2014-07-18,-0.04879306366232759
29,2014-07-25,-0.0554189746714619
30,2014-08-01,0.020726968888628534
31,2014-08-08,-0.0016380728857087164
32,2014-08-15,0.04323092923284163
33,2014-08-22,0.022644444859923497
34,2014-08-29,-0.05002956235075155
35,2014-09-05,-0.0250538355077554
36,2014-09-12,0.03203963859054418
37,2014-09-19,0.0020318080989777136
38,2014-09-26,0.041681697764291314
39,2014-10-03,0.03975677683724767
40,2014-10-10,-0.030750208576264173
41,2014-10-17,0.006392878198876767
42,2014-10-24,-0.009783877190241715
43,2014-10-31,0.01551138800654481
44,2014-11-07,0.05321598582512766
45,2014-11-14,0.027426554944538325
46,2014-11-21,0.018531760163767685
47,2014-11-28,0.05460965340945944
48,2014-12-05,0.03488349982763506
49,2014-12-12,0.01861461900081514
50,2014-12-19,0.024370759693084273
51,2014-12-26,-0.03192432305887724
52,2015-01-02,0.13075229827254417
53,2015-01-09,0.033679150641309795
54,2015-01-16,-0.0004622991909215973
55,2015-01-23,0.04791522302717649
56,2015-01-30,-0.21776743391301953
57,2015-02-06,0.06918883335626955
58,2015-02-13,0.1001103827372534
59,2015-02-20,0.05316959042265226
60,2015-02-27,0.06420729168249016
61,2015-03-06,0.11134057117199106
62,2015-03-13,0.11236376540521936
63,2015-03-20,-0.19197335824655437
64,2015-03-27,0.037303331574192425
65,2015-04-03,-0.011174191231089866
66,2015-04-10,0.02404819117200003
67,2015-04-17,0.07442457241355796
68,2015-04-24,-0.0788908036736076
69,2015-05-01,0.1300135615197184
70,2015-05-08,0.05661450019639045
71,2015-05-15,0.006992848222297286
72,2015-05-22,0.10499805524382948
73,2015-05-29,0.029080798243327606
74,2015-06-05,-0.06566243385547935
75,2015-06-12,-0.004412314984785424
76,2015-06-19,0.023103599902123864
77,2015-06-26,0.018785531042680558
78,2015-07-03,0.018152721035114353
79,2015-07-10,0.16498449461369968
80,2015-07-17,-0.028819739106410402
81,2015-07-24,0.049868600855611
82,2015-07-31,0.05282154538244871
83,2015-08-07,-0.08006990918575485
84,2015-08-14,-0.10220677541274979
85,2015-08-21,0.013308792033865167
86,2015-08-28,-0.024400435946483258
87,2015-09-04,0.023385868081323508
88,2015-09-11,0.07287993025192809
89,2015-09-18,-0.13591011753783608
90,2015-09-25,0.08019746787414657
91,2015-10-02,0.015707255076223448
92,2015-10-09,0.0476279131910797
93,2015-10-16,-0.015443448456723685
94,2015-10-23,-0.0366596301618716
95,2015-10-30,-0.052280804970766044
96,2015-11-06,0.03311457701965091
97,2015-11-13,0.027146975589929276
98,2015-11-20,0.011859444785737323
99,2015-11-27,0.017064743589856726
100,2015-12-04,0.0032186694049073684
101,2015-12-11,0.04633618652802723
102,2015-12-18,0.002165390756531856
103,2015-12-25,0.01872433829362226
104,2016-01-01,0.06451389125512655
105,2016-01-08,0.013236378763698499
106,2016-01-15,-0.004279575021396816
107,2016-01-22,0.09350874427979601
108,2016-01-29,-0.017847293327810782
109,2016-02-05,0.012787972062403515
110,2016-02-12,-0.05716863818327249
111,2016-02-19,-0.021534861883928502
112,2016-02-26,0.012562914090094792
113,2016-03-04,0.008919473755270309
114,2016-03-11,0.08295331424059661
115,2016-03-18,-0.0342691695826735
116,2016-03-25,0.013866480376117391
117,2016-04-01,-0.02730979787239184
118,2016-04-08,-0.0369048155872167
119,2016-04-15,-0.1064422185216436
120,2016-04-22,0.019193496932188595
121,2016-04-29,0.10080407566818
122,2016-05-06,0.014633320143944159
123,2016-05-13,-0.09441907990513031
124,2016-05-20,0.0008636915402060411
125,2016-05-27,-0.05380836004353576
126,2016-06-03,0.0004875342299279382
127,2016-06-10,-0.02644871709470172
128,2016-06-17,-0.020614393833053017
129,2016-06-24,0.03541865194543274
130,2016-07-01,-0.002297667967854293
131,2016-07-08,-0.012252782666039514
132,2016-07-15,0.011207771839260186
133,2016-07-22,0.005194303704939493
134,2016-07-29,-0.029076182950172592
135,2016-08-05,-0.000746966815223217
136,2016-08-12,-0.008496452056306851
137,2016-08-19,0.08610206221853955
138,2016-08-26,-0.02665876937868476
139,2016-09-02,-0.0064624697977611854
140,2016-09-09,-0.003590073835393107
141,2016-09-16,0.02936391696401753
142,2016-09-23,-0.014115115213792783
143,2016-09-30,-0.028005353628321527
144,2016-10-07,-0.09214023438398469
145,2016-10-14,-0.11893755456772982
146,2016-10-21,-0.12424532810469739
147,2016-10-28,0.013408141085434717
148,2016-11-04,-0.003301386687742466
149,2016-11-11,0.050474315267057056
150,2016-11-18,0.01878824312032033
151,2016-11-25,0.004998998454132276
152,2016-12-02,0.10138626500416388
153,2016-12-09,-0.008452383968898563
154,2016-12-16,-0.01763500300952211
155,2016-12-23,-0.03658926323415571
156,2016-12-30,0.006423621596685844
