,Ticker,Weight,Name,Prev Close,Avg Daily Volume,Market Cap,PE ratio
0,ACAT,0.20000000038711127,Arctic Cat Inc.,18.50,418397,,
1,AQMS,0.1999999995386734,"Aqua Metals, Inc.",19.44,354556,377.85M,
2,CRCM,0.19999999914104266,"Care.com, Inc.",12.65,230295,364.73M,121.46
3,CRK,0.20000000046004401,"Comstock Resources, Inc.",8.85,535200,140.25M,
4,ZYNE,0.2000000004731286,"Zynerba Pharmaceuticals, Inc.",19.96,465884,265.60M,
