,Date,Pnl,cumpnl
0,2014-01-03,0.016235277364866945,0.016235277364866945
1,2014-01-10,0.002374130504310737,0.018609407869177683
2,2014-01-17,-0.026844967942207514,-0.008235560073029832
3,2014-01-24,-0.001652969661889077,-0.009888529734918909
4,2014-01-31,-0.043274152453968456,-0.05316268218888737
5,2014-02-07,-0.0008115696994518139,-0.05397425188833918
6,2014-02-14,0.035766142740933794,-0.018208109147405387
7,2014-02-21,0.01586156564741938,-0.002346543499986007
8,2014-02-28,-0.036967649465587,-0.03931419296557301
9,2014-03-07,-0.0023797353925047726,-0.04169392835807778
10,2014-03-14,-0.010286387276939032,-0.051980315635016816
11,2014-03-21,-0.03796607767016063,-0.08994639330517745
12,2014-03-28,0.0053327517851486424,-0.08461364152002882
13,2014-04-04,-0.007895844592148971,-0.09250948611217778
14,2014-04-11,0.011030779779525376,-0.0814787063326524
15,2014-04-18,0.005128273059215456,-0.07635043327343695
16,2014-04-25,-0.0008884004889630611,-0.07723883376240001
17,2014-05-02,-0.03434233569248842,-0.11158116945488844
18,2014-05-09,0.0553917740124304,-0.05618939544245804
19,2014-05-16,0.02024112624781287,-0.035948269194645166
20,2014-05-23,0.017174060492799348,-0.018774208701845818
21,2014-05-30,0.029085770491384576,0.010311561789538758
22,2014-06-06,0.01711645485454621,0.02742801664408497
23,2014-06-13,0.05372978959429874,0.08115780623838371
24,2014-06-20,-0.02140392895998738,0.05975387727839633
25,2014-06-27,0.019118965571674827,0.07887284285007115
26,2014-07-04,-0.04660424717393635,0.0322685956761348
27,2014-07-11,-0.021091115269837736,0.011177480406297062
28,2014-07-18,0.00024250728440255477,0.011419987690699617
29,2014-07-25,0.008753449226752558,0.020173436917452173
30,2014-08-01,0.022873562027673468,0.04304699894512564
31,2014-08-08,0.007514179532635266,0.050561178477760906
32,2014-08-15,0.019140760193689356,0.06970193867145026
33,2014-08-22,0.01938081761139034,0.0890827562828406
34,2014-08-29,-0.013063141569618663,0.07601961471322194
35,2014-09-05,-0.0007843457457271715,0.07523526896749477
36,2014-09-12,0.016177904227616308,0.09141317319511108
37,2014-09-19,-0.014262185933888252,0.07715098726122283
38,2014-09-26,-0.004080127883741366,0.07307085937748146
39,2014-10-03,-0.02302873590787124,0.05004212346961022
40,2014-10-10,0.002338715389839263,0.05238083885944948
41,2014-10-17,0.03371958226459338,0.08610042112404287
42,2014-10-24,0.03170192330801579,0.11780234443205867
43,2014-10-31,0.016230396076974626,0.1340327405090333
44,2014-11-07,0.04403691033071652,0.17806965083974982
45,2014-11-14,0.013756113477456092,0.1918257643172059
46,2014-11-21,0.07213107686429689,0.2639568411815028
47,2014-11-28,-0.010652020075235698,0.2533048211062671
48,2014-12-05,-0.009971884356516967,0.24333293674975015
49,2014-12-12,0.051520927444420675,0.2948538641941708
50,2014-12-19,-0.02394050394701798,0.27091336024715285
51,2014-12-26,-0.013584178058107556,0.25732918218904527
52,2015-01-02,0.09259916594093238,0.34992834812997764
53,2015-01-09,0.009168850838253657,0.3590971989682313
54,2015-01-16,-0.02282416794096242,0.33627303102726885
55,2015-01-23,-0.008012571492517124,0.32826045953475175
56,2015-01-30,-0.02327358247637742,0.30498687705837435
57,2015-02-06,0.0362273385966606,0.34121421565503496
58,2015-02-13,0.03679778189417256,0.3780119975492075
59,2015-02-20,0.03290946475685183,0.4109214623060593
60,2015-02-27,0.036715642983095494,0.4476371052891548
61,2015-03-06,0.04630781543793211,0.4939449207270869
62,2015-03-13,0.040147631741748166,0.534092552468835
63,2015-03-20,-0.06427227459659245,0.46982027787224256
64,2015-03-27,0.011390136716183866,0.48121041458842645
65,2015-04-03,0.013836374148127915,0.4950467887365544
66,2015-04-10,-0.015960151882190465,0.4790866368543639
67,2015-04-17,0.014778593477481339,0.49386523033184526
68,2015-04-24,-0.10640412880158981,0.3874611015302555
69,2015-05-01,0.08183053388380322,0.4692916354140587
70,2015-05-08,-0.0024248793525909057,0.4668667560614678
71,2015-05-15,0.033919954679951424,0.5007867107414192
72,2015-05-22,0.01609366197932602,0.5168803727207453
73,2015-05-29,-0.005227333182533894,0.5116530395382114
74,2015-06-05,-0.05302918999914394,0.45862384953906743
75,2015-06-12,0.017099308135897027,0.4757231576749645
76,2015-06-19,-0.00488833669451883,0.47083482098044566
77,2015-06-26,-0.00548269856273097,0.4653521224177147
78,2015-07-03,-0.0011188454541922084,0.46423327696352246
79,2015-07-10,0.11189305615785765,0.5761263331213801
80,2015-07-17,-0.05644255414243795,0.5196837789789421
81,2015-07-24,0.05007210910536836,0.5697558880843105
82,2015-07-31,-0.04472491634815656,0.525030971736154
83,2015-08-07,-0.048339688306139134,0.4766912834300149
84,2015-08-14,-0.053691171057578174,0.42300011237243673
85,2015-08-21,0.037562688166303114,0.4605628005387398
86,2015-08-28,-0.021857590502245772,0.43870521003649404
87,2015-09-04,0.04566462842513981,0.48436983846163384
88,2015-09-11,0.021691250799282115,0.506061089260916
89,2015-09-18,-0.06697468198459809,0.43908640727631787
90,2015-09-25,-0.02078340280890592,0.418303004467412
91,2015-10-02,-0.0012164645223724643,0.4170865399450395
92,2015-10-09,0.02387648836970254,0.44096302831474204
93,2015-10-16,-0.04004293030588351,0.4009200980088585
94,2015-10-23,-0.01151604140881024,0.3894040566000483
95,2015-10-30,-0.02515679986282692,0.36424725673722136
96,2015-11-06,-0.027425091315443028,0.33682216542177834
97,2015-11-13,0.07275334134699979,0.40957550676877813
98,2015-11-20,0.04545008098817417,0.4550255877569523
99,2015-11-27,-0.012647359756208579,0.4423782280007437
100,2015-12-04,-0.05766884519394043,0.3847093828068033
101,2015-12-11,0.0034500192757561223,0.3881594020825594
102,2015-12-18,0.013307169505143553,0.40146657158770294
103,2015-12-25,-0.00014154111153107454,0.40132503047617185
104,2016-01-01,-0.10249741717802946,0.2988276132981424
105,2016-01-08,-0.05156517073456096,0.24726244256358143
106,2016-01-15,0.015345326141565032,0.26260776870514646
107,2016-01-22,0.021300495679593086,0.28390826438473954
108,2016-01-29,-0.1089699216131399,0.17493834277159964
109,2016-02-05,-0.07651685315155714,0.0984214896200425
110,2016-02-12,0.07983719930653227,0.17825868892657476
111,2016-02-19,0.009747917068492803,0.18800660599506758
112,2016-02-26,0.006831431943967743,0.1948380379390353
113,2016-03-04,0.005253546272651948,0.20009158421168727
114,2016-03-11,0.01905392995290755,0.21914551416459482
115,2016-03-18,-0.011974548446436035,0.2071709657181588
116,2016-03-25,0.0196654818450301,0.22683644756318888
117,2016-04-01,-0.00042746827932775696,0.2264089792838611
118,2016-04-08,-0.024536217614737312,0.2018727616691238
119,2016-04-15,-0.0467919891501761,0.1550807725189477
120,2016-04-22,-0.022425094737290898,0.1326556777816568
121,2016-04-29,-0.04388524779198379,0.088770429989673
122,2016-05-06,0.006713285007579518,0.09548371499725251
123,2016-05-13,-0.010529371124470065,0.08495434387278245
124,2016-05-20,0.009776349463281757,0.09473069333606421
125,2016-05-27,0.005147661386707954,0.09987835472277216
126,2016-06-03,0.007198315502657834,0.10707667022542999
127,2016-06-10,-0.000272523168847257,0.10680414705658274
128,2016-06-17,-0.0051834450698256,0.10162070198675714
129,2016-06-24,0.04022629587960387,0.141846997866361
130,2016-07-01,0.014013216465108856,0.15586021433146988
131,2016-07-08,-0.004714095591939408,0.15114611873953046
132,2016-07-15,-0.07261169659034653,0.07853442214918394
133,2016-07-22,-0.0009381850139825948,0.07759623713520133
134,2016-07-29,0.0028478919700753186,0.08044412910527665
135,2016-08-05,-0.03821158445202637,0.042232544653250284
136,2016-08-12,0.004881750641326877,0.04711429529457716
137,2016-08-19,-0.04355723081464636,0.003557064479930802
138,2016-08-26,0.0014076330759947445,0.004964697555925547
139,2016-09-02,-0.016764761004842914,-0.011800063448917368
140,2016-09-09,0.06193966699064467,0.0501396035417273
141,2016-09-16,0.038234179546905445,0.08837378308863275
142,2016-09-23,-0.044589344059191724,0.04378443902944103
143,2016-09-30,0.006715034381425227,0.050499473410866254
144,2016-10-07,-0.04237086609683718,0.008128607314029077
145,2016-10-14,0.02248241886014327,0.030611026174172346
146,2016-10-21,0.018673446761112013,0.04928447293528436
147,2016-10-28,-0.0005835156441023797,0.04870095729118198
148,2016-11-04,0.07750913211248339,0.12621008940366538
149,2016-11-11,0.023936117526743152,0.15014620693040853
150,2016-11-18,0.015228756039690016,0.16537496297009854
151,2016-11-25,-0.03233545328084848,0.13303950968925007
152,2016-12-02,0.013318371270345682,0.14635788095959576
153,2016-12-09,-0.0004076321341266206,0.14595024882546914
154,2016-12-16,-0.006097536496329224,0.13985271232913993
155,2016-12-23,-0.0035331401670384175,0.1363195721621015
156,2016-12-30,0.0044014773990015965,0.1407210495611031
