date,pnl,cumpnl
2014-01-03,0.023732728441122355,0.023732728441122355
2014-01-10,-0.029746273717772644,-0.006013545276650288
2014-01-17,-0.03324644640109929,-0.03925999167774958
2014-01-24,-0.006334425475433298,-0.04559441715318288
2014-01-31,0.00961543809877,-0.035978979054412885
2014-02-07,0.04405868114458004,0.008079702090167153
2014-02-14,0.018761741876642476,0.02684144396680963
2014-02-21,0.0919303945177839,0.11877183848459352
2014-02-28,-0.011499793390237042,0.10727204509435648
2014-03-07,-0.06760427921329851,0.03966776588105797
2014-03-14,0.009155497158908768,0.04882326303996674
2014-03-21,-0.04728157658407482,0.001541686455891915
2014-03-28,0.019404019440909914,0.02094570589680183
2014-04-04,-0.04967952360977171,-0.02873381771296988
2014-04-11,0.00911115262681091,-0.01962266508615897
2014-04-18,-0.01426340367779685,-0.03388606876395582
2014-04-25,0.012206312300812412,-0.021679756463143407
2014-05-02,-0.0015573010733574187,-0.023237057536500825
2014-05-09,-0.014309823515979274,-0.0375468810524801
2014-05-16,0.01658553016820882,-0.02096135088427128
2014-05-23,0.00453461973663356,-0.01642673114763772
2014-05-30,0.03813961104504496,0.021712879897407236
2014-06-06,0.0005944684877927835,0.02230734838520002
2014-06-13,0.006092663213616848,0.028400011598816867
2014-06-20,0.004768849592476923,0.03316886119129379
2014-06-27,0.007241795703341132,0.04041065689463492
2014-07-04,-0.02974148907634079,0.010669167818294127
2014-07-11,0.006412634555616048,0.017081802373910174
2014-07-18,0.0008966416219360335,0.017978443995846208
2014-07-25,-0.016783975324662505,0.001194468671183703
2014-08-01,0.002416322681983173,0.003610791353166876
2014-08-08,0.008052862393366712,0.011663653746533588
2014-08-15,0.004510365629412957,0.016174019375946546
2014-08-22,0.007947937833883728,0.024121957209830274
2014-08-29,0.005225035563804267,0.02934699277363454
2014-09-05,-0.014768153748036712,0.014578839025597829
2014-09-12,-0.00870422039925262,0.00587461862634521
2014-09-19,-0.02237884923974039,-0.01650423061339518
2014-09-26,-0.003353323931345516,-0.019857554544740696
2014-10-03,0.016525584783475235,-0.003331969761265461
2014-10-10,-0.002953378475557453,-0.006285348236822913
2014-10-17,0.044586149939432565,0.03830080170260965
2014-10-24,0.021660305207193975,0.05996110690980363
2014-10-31,0.011732396865966846,0.07169350377577047
2014-11-07,0.0015097477105727763,0.07320325148634324
2014-11-14,0.013134574233026143,0.08633782571936938
2014-11-21,0.018229425943339962,0.10456725166270933
2014-11-28,-0.003035313316529226,0.1015319383461801
2014-12-05,-0.019023349900296006,0.0825085884458841
2014-12-12,0.02721418740187098,0.10972277584775508
2014-12-19,0.026245631219352843,0.13596840706710792
2014-12-26,-0.010484663791992357,0.12548374327511555
2015-01-02,-0.017749203638520974,0.10773453963659457
2015-01-09,0.004714578270287758,0.11244911790688233
2015-01-16,0.01804702509563303,0.13049614300251536
2015-01-23,-0.001497894534537273,0.12899824846797808
2015-01-30,0.021018794334285818,0.1500170428022639
2015-02-06,0.02400854495221538,0.1740255877544793
2015-02-13,0.023316330215665135,0.19734191797014444
2015-02-20,-0.009917017968381025,0.18742490000176343
2015-02-27,-0.010793726856509735,0.1766311731452537
2015-03-06,0.011269150137588032,0.18790032328284173
2015-03-13,0.03201279228319804,0.21991311556603976
2015-03-20,-0.01450993306532723,0.20540318250071254
2015-03-27,0.008510172867872779,0.21391335536858533
2015-04-03,0.02089973917285141,0.23481309454143673
2015-04-10,-0.001650884961838575,0.23316220957959816
2015-04-17,0.010855136566926233,0.2440173461465244
2015-04-24,-0.011526312509708727,0.23249103363681567
2015-05-01,0.003932500895117529,0.2364235345319332
2015-05-08,-0.0054346323090105515,0.23098890222292265
2015-05-15,-0.01051345619016331,0.22047544603275934
2015-05-22,0.0076664280515220205,0.22814187408428135
2015-05-29,0.013532712831181817,0.24167458691546317
2015-06-05,0.019721439823445923,0.2613960267389091
2015-06-12,0.02561347656689826,0.2870095033058074
2015-06-19,0.008300654082895653,0.29531015738870303
2015-06-26,-0.02466776567894977,0.27064239170975324
