date,momentum,beta,market_cap,vol10
2014-01-03,0.0013675062665765099,-0.002971543295159339,-0.0006024288678626049,-0.005359903305840661
2014-01-10,0.0014806533883414447,-0.003265279282942999,-0.0006075001070688604,-0.005468279778338391
2014-01-17,0.0015654914631530086,-0.0033452276863174123,-0.0006369905839947799,-0.0053967821992532755
2014-01-24,0.0015499871945668837,-0.0034868380108161764,-0.0006147988403122129,-0.005361571703866082
2014-01-31,0.0016704060184109177,-0.0036023618987798267,-0.000503520149187871,-0.005437540433716364
2014-02-07,0.0016977494100916914,-0.003815686908077139,-0.0004518226089306573,-0.005594140857182386
2014-02-14,0.0016578307669483613,-0.0037592990715138667,-0.0004575682197288058,-0.0057122920558913826
2014-02-21,0.001680732849825382,-0.0036679708913685853,-0.0005091134803164367,-0.005515513509329987
2014-02-28,0.0016717473344547843,-0.0031837775670492704,-0.0006498140830635112,-0.005349361777196112
2014-03-07,0.0016161528081800837,-0.0021552749168610515,-0.0005912512615432341,-0.005236528301776248
2014-03-14,0.0016345311703079117,-0.0030207520741586803,-0.0006244778450813907,-0.005202522655661334
2014-03-21,0.0016066720132235902,-0.0027483430652875443,-0.000573243585062997,-0.0052315424832764836
2014-03-28,0.0015795229442860453,-0.002907248359853541,-0.000508248931975384,-0.0056524034724401385
2014-04-04,0.001506818681529035,-0.0024635480874830185,-0.0005335239035323294,-0.005692421256047816
2014-04-11,0.001418194831192604,-0.002685220839491039,-0.0005743574903761288,-0.0057782817339544984
2014-04-18,0.0014418658345142002,-0.002344474187069554,-0.0004755430871028505,-0.005815239601364806
2014-04-25,0.001355427805119251,-0.0024767133389166154,-0.00041467382247795153,-0.00578143113504298
2014-05-02,0.001320299985739493,-0.002657037902232341,-0.00040332406132057626,-0.005851005567086097
2014-05-09,0.0011013247893147556,-0.002293048443398979,-0.00026375136021556734,-0.0061507485526525775
2014-05-16,0.0011370532466660407,-0.0024811498694632993,-0.00021799094477476603,-0.005941209278835692
2014-05-23,0.0010872148399287012,-0.002894590721953424,-0.0002715571028536238,-0.005907328622389136
2014-05-30,0.0011351302991246266,-0.002300386575170898,-0.0002580521023337646,-0.0061877542975745424
2014-06-06,0.001082745921034782,-0.001090224277918011,-0.0002791489522471152,-0.0061136927194333345
2014-06-13,0.0011237976389826048,-0.001321699138352333,-0.00034556062493759865,-0.005942939477395427
2014-06-20,0.0011253581713540875,-0.0015151326109220352,-0.0002830380780679878,-0.0057723126116994115
2014-06-27,0.0010617713167548335,-0.001378283536165101,-0.0002631485952231872,-0.005889721031721343
2014-07-04,0.0009872580039662873,-0.001149243263991753,-0.000188181342864094,-0.0059289246417488515
2014-07-11,0.0010039298341335114,-0.0017038167453890004,-6.038810941368711e-05,-0.005867059707511076
2014-07-18,0.0010795475236558651,-0.0015863428978593725,-0.00012919855596615857,-0.005872337780697028
2014-07-25,0.001017916787376974,-0.0017076018191812155,-0.0001765343257721645,-0.0058187118572318435
2014-08-01,0.00091847166582366,-0.0020731697086874322,-0.00023845173806945127,-0.005966557653414565
2014-08-08,0.0010255663362770786,-0.002120798457912013,-0.00029606504039242,-0.00589347391696799
2014-08-15,0.0010531535913350454,-0.0022668642155669163,-0.00021663102673722827,-0.005959655099700308
2014-08-22,0.0010903544876820319,-0.002053741396908271,-0.00024439302482693747,-0.006076427931267774
2014-08-29,0.0010538215356861147,-0.0019533525607362085,-0.0002440331806870505,-0.006169209542661114
2014-09-05,0.001114329537411649,-0.0025552747951245853,-0.00018104611213554513,-0.005988110988802498
2014-09-12,0.0011214404372169569,-0.002554263069865625,-0.00015272729395351283,-0.005914134124876699
2014-09-19,0.0011155241695015986,-0.0025547613830694265,-3.99237785404623e-05,-0.006264811867330846
2014-09-26,0.0011573037766094548,-0.0029364411501801462,1.3330476768262513e-05,-0.006065329376678644
2014-10-03,0.0010281069413606363,-0.0032196669872278944,-1.4273023634966516e-05,-0.006169534861548349
2014-10-10,0.001067620140700632,-0.004293522193169174,2.099627617864533e-05,-0.006430480092690713
2014-10-17,0.0010211831987433678,-0.0035909218583093415,-0.000229395865506294,-0.0064510403144180835
2014-10-24,0.0011387572081125621,-0.0030609432754159756,-0.00010488194388043621,-0.0064532387038421565
2014-10-31,0.0012173979272806423,-0.0029465978355398066,-0.0001983516583664588,-0.006569851893014309
2014-11-07,0.001154163318775199,-0.0030520151810331537,-0.0001789878632075855,-0.006523530674233589
2014-11-14,0.0012220050666951689,-0.0026822012651582074,-0.00024104955558485386,-0.006533627525295474
2014-11-21,0.0012300875743454095,-0.0028700571045475127,-0.0001480594208139003,-0.006507715021072294
2014-11-28,0.0014280173549113956,-0.0033401580255088843,-9.254089474446315e-05,-0.006729364016308673
2014-12-05,0.0015226551232922067,-0.0033544081177328986,-0.00016977724049248505,-0.007082081942422505
2014-12-12,0.001645876811333283,-0.0038839930920261173,-0.00022182836179183917,-0.007328017066551781
2014-12-19,0.00164470563632938,-0.0030773005559038493,-0.00013315228495527738,-0.007049902108940132
2014-12-26,0.0016473286265755028,-0.002994879188449784,-0.000165608734844621,-0.007143949999294081
2015-01-02,0.0016636844726073399,-0.0034810488617722794,-0.0001736139014011694,-0.007170494287864449
2015-01-09,0.0017294596886816569,-0.004086025439554229,-0.00015566329593525276,-0.007085053423592017
2015-01-16,0.0017353941119031214,-0.004718169336561329,-0.00014066180081111446,-0.0070702242976270775
2015-01-23,0.0017833538200741758,-0.004468003082686661,-0.00013730039235094636,-0.007238217568913358
2015-01-30,0.0017337247009166505,-0.004575260595277933,-0.0001287671687834721,-0.0071481155362544384
2015-02-06,0.0014941482944234607,-0.0035090385509649663,-0.00013717302563574335,-0.007139535825432238
2015-02-13,0.0014630374892535603,-0.0036806919373554505,-4.236468164599089e-05,-0.007008566955349215
2015-02-20,0.0015795185277184811,-0.002579526630235746,-3.903690772718683e-05,-0.007102401577953241
2015-02-27,0.0015314186312653246,-0.0027321964623151576,-9.686548768310197e-05,-0.007056349371530953
2015-03-06,0.0016230710881913215,-0.0030523400307709905,-0.00011551524722767561,-0.007272335609556265
2015-03-13,0.0018783899473219698,-0.0030424192803517724,-0.0001777661650468673,-0.007642964656614173
2015-03-20,0.002000431573533186,-0.0029022665562837644,-0.0001351774885505448,-0.007883610239977707
2015-03-27,0.0018878971182446276,-0.002787853043669241,-0.0001950081235539169,-0.007824575449581907
2015-04-03,0.0018857234116991467,-0.0025871075369863937,-0.0002805515880118446,-0.0076073696838779535
2015-04-10,0.001830873381106244,-0.0025638123013523024,-0.00025138645942645145,-0.0073667019729613415
2015-04-17,0.0016667162032397219,-0.0017443451245195336,-0.0003039549889042453,-0.007054495212915861
2015-04-24,0.0016902019255322367,-0.0020204022797419754,-0.0002623148121397711,-0.00696552664987266
2015-05-01,0.0015526184192713834,-0.00213729438453369,-0.00019184677048877916,-0.007220180927456017
2015-05-08,0.0015973822101121614,-0.0025360430397797064,-0.0001254231902163925,-0.007147251864124771
2015-05-15,0.0015614482904387878,-0.001703759552944742,-0.00014028497748764873,-0.0070988995411764705
2015-05-22,0.0017141881421755116,-0.0015955030038229618,-9.010393298495978e-05,-0.007264216299683672
2015-05-29,0.0018615839468649692,-0.002165478326729227,-3.780083216656749e-05,-0.007494653386651903
2015-06-05,0.0018530137559610582,-0.0016020429777283333,-0.0001359034359930162,-0.007235106012881846
2015-06-12,0.0018308836075139128,-0.0022948846434255746,-0.00011378950115095298,-0.007290628379613089
2015-06-19,0.0017923030006477725,-0.00233226125761095,-5.9763825088472456e-05,-0.007335866014674345
2015-06-26,0.0017409141274175087,-0.002240294300677357,-9.034274603193703e-05,-0.007738593666609488
2015-07-03,0.0017493926850616556,-0.0028405870214655844,3.367712051986887e-05,-0.007780604631788404
2015-07-10,0.0017228200636771665,-0.003406958783018254,2.9359368946118893e-05,-0.007962103684123357
2015-07-17,0.0019314787003284306,-0.0040454693229571995,0.00012171624932913989,-0.008071250571211417
2015-07-24,0.011577204076162721,-0.004407171632255714,0.0001976452934281941,-0.00847931040619868
2015-07-31,0.011584359057916282,-0.004278821604685375,0.00018042755909082424,-0.008646900408272762
2015-08-07,0.011600463194889603,-0.004290709802805994,0.00021761646336136887,-0.008758668942936497
2015-08-14,0.011589414399728841,-0.004528167685488124,0.000262132325202651,-0.008728978402030076
2015-08-21,0.01152325349500103,-0.004137466401020625,0.00019831763720463925,-0.008913436348623523
2015-08-28,0.011545021542150393,-0.004069878511025858,0.0001699497102073488,-0.008798649998124597
2015-09-04,0.011475605424513353,-0.0043299535528854415,9.144478091598071e-05,-0.008705263256249941
2015-09-11,0.011619125621407038,-0.004036795540938941,0.00012085714800957276,-0.008798161507743988
2015-09-18,0.011690387252402326,-0.0020655163443932937,8.192134751458277e-05,-0.008798151468132355
2015-09-25,0.01168386249392077,-0.0032812643757275054,0.0002390864412935626,-0.00912776212299417
2015-10-02,0.011600773652049038,-0.0038328326609967495,0.0003422774199291157,-0.009330977675272073
2015-10-09,0.01134915507788321,-0.0018749084294968008,0.0002784524892858274,-0.009285408245888489
2015-10-16,0.01132576520863749,-0.001519592914908552,0.0003102125751454228,-0.009303763939332353
2015-10-23,0.011402232948045054,3.332086237353944e-05,0.0003426235508330243,-0.009595982728310245
2015-10-30,0.01149103463059048,-0.0028378474042637008,0.00033728145864259443,-0.009556546846539563
2015-11-06,0.011484775475338669,-0.0034650923143360077,0.0002801782469386525,-0.009287285912261103
2015-11-13,0.011703778150272008,-0.0005906139829920862,0.00025673470177428896,-0.009587154526916981
2015-11-20,0.011823768352037457,-0.0009905927779840927,0.0003684714418199632,-0.009554335873446616
2015-11-27,0.011725217318663548,-0.0029874808622266076,0.00038378499517348244,-0.009336110265853455
2015-12-04,0.011786363348984604,-0.0029421015449631865,0.00039090303278582636,-0.009338992496671146
2015-12-11,0.011879765356666176,-0.0017708336265723108,0.0004243341782092527,-0.00958956867856779
2015-12-18,0.011802076560080896,-0.0038051207987729882,0.00047113003702836816,-0.009334800433719991
2015-12-25,0.01171274643243702,-0.0033171123546140357,0.0004886206332438214,-0.00945616890194766
2016-01-01,0.011774085906006313,-0.003370640752913503,0.0005354179833569722,-0.009696824073441206
2016-01-08,0.011971710073853888,-0.004017483065506619,0.0006267117634875597,-0.009493632442834798
2016-01-15,0.012222402192024497,-0.0029293883918265835,0.0007903126341331101,-0.00994091927789483
2016-01-22,0.012257372315118118,-0.002438981181673184,0.0008289112786076161,-0.009977210027523878
2016-01-29,0.012201446451079142,-0.002482446010609783,0.000774591222672256,-0.010035234758583127
