date,momentum,vol10,beta,log_market_cap
2015-01-23,0.0018496647468132952,-0.00010939563977577536,0.0006023028125069894,0.0010561639613896894
2015-01-30,0.001919899199663647,-0.00023351674016249048,0.000646387673073633,0.0009150217853890722
2015-02-06,0.0006628137079973033,-0.0005959784903212895,0.0006817734829592991,0.0008613848266268304
2015-02-13,0.000325211281681552,-0.0009499749274673256,0.0009825661708885195,0.0009503541666253456
2015-02-20,0.0008036348996953657,-0.0009132841594356036,0.0011218726130045207,0.0010049296510253537
2015-02-27,0.0010401637328413405,-0.0009039654279233423,0.001150362613220465,0.0010539326701848705
2015-03-06,0.0013527277018446236,-0.001074873132482204,0.001108481081362672,0.0010531774811413813
2015-03-13,0.00184372722426549,-0.0011370215890622944,0.0012233894642811028,0.0010089029943315122
2015-03-20,0.0019673521354522977,-0.0012368829475789501,0.0012304488865304815,0.0008579057170325299
2015-03-27,0.0018757810905732056,-0.001279116780871873,0.0010769890594062488,0.0006471464866685869
2015-04-03,0.0018522091817428587,-0.0008997866576780347,0.0007908140274418559,0.0006668986379641033
2015-04-10,0.0019047004922068604,-0.0008479519162935747,0.0007427693574723414,0.0008010619616037203
2015-04-17,0.0016197607045010313,-0.0010394650093647256,0.0007645280404363787,0.0004911010761008052
2015-04-24,0.0018504363278386401,-0.0011662807219054098,0.000709789371538736,0.0005895237912600656
2015-05-01,0.0011375180087496912,-0.001160989767329641,0.0006733088597496313,0.000670770464320981
2015-05-08,0.0014581012825139105,-0.000885347963616058,0.00042240752756549245,0.0008678310849017464
2015-05-15,0.0017230305603166045,-0.0009662364666099599,0.0003185241812002424,0.0011084187100163906
2015-05-22,0.001666919476643907,-0.0010477371604499584,0.00029749006829691963,0.0010221033873482241
2015-05-29,0.001887909944178664,-0.001065158490269959,0.0003510600608863096,0.0009925542599399045
2015-06-05,0.001608568650763152,-0.000890110172373363,0.0002728492820247597,0.0008436066867384233
2015-06-12,0.001594372403478594,-0.0011443676195480154,0.0004040796883640071,0.0007708730058066457
2015-06-19,0.00197995872542162,-0.0011643143668426256,0.00037299718356015484,0.0008362304535644188
2015-06-26,0.0014310611478468194,-0.001085323186539816,0.00020129720651154874,0.0010299636013272988
2015-07-03,0.0014928338595534762,-0.000964573761290421,4.87087131268039e-05,0.0008854658169829681
2015-07-10,0.0010457567413146732,-0.0012424475798657876,0.00014340152016163835,0.0006610458700901431
2015-07-17,0.0020200761190192987,-0.0014915321499925454,0.00032552228780199303,0.0005043912971048122
2015-07-24,0.0020278053349153742,-0.0014145535007644044,0.00039785477350146145,0.0004985248576268807
2015-07-31,0.002004615220738672,-0.0014173913456601147,0.0005570105895924329,0.0004586445996235868
2015-08-07,0.00153270402471926,-0.0013538290463168145,0.00032715074022127003,7.466033011774085e-05
2015-08-14,0.001171212532653609,-0.0013626977021130747,0.0005033366478007505,1.2462897292054986e-05
2015-08-21,0.0010157674617698995,-0.0012253843116581435,0.00024713920825056133,-4.6981858003916765e-05
2015-08-28,0.0012229924110276201,-0.0007443994157968344,9.189082284129822e-05,0.00012469532294597787
2015-09-04,0.001844140460179835,-0.00023427165447931713,6.666045636673718e-05,0.00010119571718057869
2015-09-11,0.0021072684991992755,0.00013270032712054558,5.599740605029511e-05,3.6268659110541786e-05
2015-09-18,0.0020533122478635776,0.00012258230488973798,-8.107683771639802e-05,3.0498050999926865e-05
2015-09-25,0.0022566759473467393,0.00035188301991242164,-0.00017036386988326076,2.323122357708953e-05
2015-10-02,0.002119380600265319,0.0006390609073494551,6.0494866022170985e-06,-0.0001207670583830062
2015-10-09,0.0008970712542505039,0.0008500870148317112,5.8207445168348385e-05,-1.7971630911293076e-05
2015-10-16,0.0009215092047244707,0.0011179977987950365,-0.00022045419535568343,0.00017000823727772625
2015-10-23,0.0010572462601880549,0.0010447644802454663,0.00014600791244019317,0.00024333202517807175
2015-10-30,0.0012936443010886736,0.000946452435442311,0.00011057514526443159,0.00022237519765353367
2015-11-06,0.0014474230800184081,0.0009564807748393759,-2.540221356850636e-05,-7.959669916961917e-05
2015-11-13,0.0017879962226293312,0.0011411921309071665,-0.00015882305628780354,0.00030687709754870197
2015-11-20,0.001656392224179421,0.0010101407793677128,-2.4206282953293837e-05,-0.00015595202485592456
2015-11-27,0.0023097220413311062,0.00070330397253811,4.4244285374068105e-06,-0.00036190997436108665
2015-12-04,0.002232951516441323,0.00031832071970067723,-2.8401060464406693e-05,-0.0007402964420587671
2015-12-11,0.0022669575245857243,0.00037677957777146185,0.00016667180007716407,-0.0008889882106240505
2015-12-18,0.002227426483404051,0.0005022953507521793,0.00010949055591818598,-0.0008455545164846428
2015-12-25,0.0015584388958311093,0.00044746634789410435,0.00018955899417991064,-0.001034505858688068
2016-01-01,0.0017905778798473998,0.00016396779918953342,0.00010161079344338966,-0.0010728872117058258
2016-01-08,0.002000649702638625,0.0006177458178239851,-0.0001442841272330804,-0.000881880001993476
2016-01-15,0.002090333766136368,0.0006760832381740115,-0.00018217023686501924,-0.0011509852244158815
2016-01-22,0.0018238703796332773,0.00040613447431671644,-0.00014822085312940803,-0.0013652833551335648
2016-01-29,0.0016323210618684211,0.0003606306384356474,-0.00021055287802335205,-0.001655030146910872
2016-02-05,0.0014852057140066512,0.0001430318624127621,-0.0003249352490275178,-0.0018112346056303756
2016-02-12,0.001121559813528192,-0.0001287437257803573,-0.0003944179252230686,-0.001722775415583561
2016-02-19,0.0009572850399273695,-0.0002664180849791199,-0.0007831571734139862,-0.0017582306942720408
2016-02-26,0.0007871868839653045,-0.00026746370313944994,-0.0008438378821771545,-0.0016239450112254235
2016-03-04,0.00027806800097256884,-0.0006340002202905642,-0.0004013831943230808,-0.0016373602932109833
2016-03-11,0.000436432014498234,-0.0006591204217380117,-0.0005314418449501804,-0.0017586099739866261
2016-03-18,0.0007403348950769401,-0.0008137819402170734,-0.00035492488703775467,-0.0015454303422068653
2016-03-25,0.0007118636720111744,-0.0009433918945983881,-0.00028088319776360134,-0.0015875877445377087
2016-04-01,0.0006746318712664914,-0.001078149238104009,-0.0003397830466012175,-0.0016763590026021625
2016-04-08,0.0006269528797881054,-0.0011850523631607396,-0.000700544407339952,-0.0017878229437378402
2016-04-15,0.00021830346594504455,-0.001299918429841634,-0.0006348991804372877,-0.0017208472614058167
2016-04-22,-0.00045555432936785953,-0.0014777346416255425,-0.0007229461966338653,-0.0016449165017604407
2016-04-29,-0.00017518126047328061,-0.0017223980728895134,-0.0008802460777870148,-0.0018249312933429477
2016-05-06,0.0012155771442907332,-0.002083371867546403,-0.0008865591452901167,-0.0019484069327121666
2016-05-13,0.0008586668135263206,-0.0021789419166489766,-0.0006876267218965742,-0.0020933532014694232
2016-05-20,0.00019353779864223568,-0.002219375665834329,-0.0007864280288046361,-0.0020550675437188584
2016-05-27,-0.0003717512271143743,-0.0024980388249288203,-0.0007380552115897541,-0.0022409068175020313
2016-06-03,-0.00029022106875938443,-0.0025130846902134494,-0.0005949565930017576,-0.0019718682646640427
2016-06-10,-2.2176954572824803e-05,-0.002550889425611781,-0.0005170658156799559,-0.0020548793219079156
2016-06-17,0.00032281358865982653,-0.002235756525594262,-0.0007708408538068102,-0.0016118243425109165
2016-06-24,0.0007971054767745135,-0.0021675972244429454,-0.0007651254391974398,-0.0014882119547343466
2016-07-01,0.0007154651514756949,-0.0020528475531836404,-0.0006195824983281986,-0.0013605186171036373
2016-07-08,0.00021520006509866303,-0.0020292755261190256,-0.0006290652483154509,-0.0012675143123737967
2016-07-15,-0.00010707568673849928,-0.0021518126388076508,-0.0005797996749059745,-0.0013078460781521142
2016-07-22,-4.303056019439843e-06,-0.002084753225597347,-0.0005430889584814557,-0.0011741826474106337
2016-07-29,-0.00012554293165524278,-0.002318382268858814,-0.0003743427735271469,-0.0012836115863437303
2016-08-05,-0.000595810725840241,-0.002778215176208585,-0.00025299105492734467,-0.0015188027513197185
2016-08-12,-0.0008759504375225508,-0.0027041619323981236,-0.00023677429538077331,-0.001245109130676172
2016-08-19,-0.0007467181899570922,-0.002515754487431589,-0.00019718424790250656,-0.0012230873582486155
2016-08-26,-0.0009121332283557199,-0.002506514461682448,-0.00016569370746967037,-0.000841777950770556
2016-09-02,-0.0004057704331954359,-0.0020189803804052243,-0.00015557060338932733,-0.00042112843395567814
2016-09-09,-0.0008011440051223431,-0.001713223927853137,-6.196995164535089e-05,-0.00031536062064569596
2016-09-16,-0.0003381505740023929,-0.0018384524572025581,0.00035770461751288504,-0.0003423621166927708
2016-09-23,1.8591452052609645e-05,-0.0019531757263959266,0.0001987444380651745,-0.0006033153582305716
2016-09-30,1.1776517714539152e-05,-0.0017207152219845003,0.00012085435842574682,-0.0003292377315786802
2016-10-07,-0.00017816232137264903,-0.0017550873474267972,0.00038573127290158067,-0.0002439302917128407
2016-10-14,-0.00033339443173449986,-0.0017431104654260783,0.0003166582199582818,-0.00028433166098807035
2016-10-21,-0.0006723987791903185,-0.0017707843895747076,0.00039697174050192023,-0.0002233838167720812
2016-10-28,-0.0007144462470075573,-0.0011913188998279609,0.00021542750602341067,-9.088646218485646e-06
2016-11-04,-0.0009987073891268214,-0.0010274806428029522,0.0004199093925939598,0.00010815874196251433
2016-11-11,-0.000686057047227057,-0.0005579592258904297,0.0003294213887085526,0.0002295708013568657
2016-11-18,-0.00019311442677589133,-0.0006378755921691502,0.0004355129119367306,0.00025105322278272054
2016-11-25,-0.0005174528886148283,-0.00043331551950592854,0.0005312039882348188,0.0004835122429945738
2016-12-02,-0.0013692881373767497,-0.0005080652790711877,0.00042857343942850185,0.00040265390708995127
2016-12-09,-0.0014806532224800925,-0.0006510841950999627,0.0005250725269143368,0.000517281531710971
2016-12-16,-0.000854669128073306,-0.0003750284158855581,0.0004227034231057979,0.0004206883451256698
2016-12-23,-0.0005167808614234933,-0.0003439737091822903,0.0003932217907777438,0.0004996337251636574
2016-12-30,-0.0007625614428443096,-0.00046434239340807036,0.00036729397098799,0.00038555292087532705
