date,pnl,cumpnl
2014-01-03,0.0041237861241197535,0.0041237861241197535
2014-01-10,0.025243523195898593,0.029367309320018346
2014-01-17,-0.028752891591477002,0.0006144177285413444
2014-01-24,-0.006555859245582565,-0.005941441517041221
2014-01-31,-0.010627859119841026,-0.016569300636882247
2014-02-07,0.03200488237201652,0.015435581735134273
2014-02-14,0.02029962469479172,0.03573520642992599
2014-02-21,-0.008714851611315216,0.027020354818610773
2014-02-28,0.010334548413755092,0.037354903232365864
2014-03-07,-0.032140553316283654,0.00521434991608221
2014-03-14,0.004967655738053047,0.010182005654135257
2014-03-21,0.010757804488679464,0.02093981014281472
2014-03-28,0.00015300454268016035,0.02109281468549488
2014-04-04,-0.028636202850560337,-0.007543388165065456
2014-04-11,0.03432507743637435,0.026781689271308893
2014-04-18,-0.03041642003507641,-0.003634730763767517
2014-04-25,0.025155315416440227,0.02152058465267271
2014-05-02,-0.025213180150207216,-0.0036925954975345066
2014-05-09,-0.02868789105216174,-0.03238048654969625
2014-05-16,0.011554042610507692,-0.020826443939188553
2014-05-23,0.01273623310116534,-0.008090210838023214
2014-05-30,0.014229631092941083,0.006139420254917869
2014-06-06,0.0003523199065080494,0.006491740161425919
2014-06-13,0.012687296172940721,0.019179036334366642
2014-06-20,-0.01795953559269953,0.0012195007416671115
2014-06-27,0.007961184382298616,0.009180685123965728
2014-07-04,-0.08077266523624,-0.07159198011227427
2014-07-11,-0.029644145492834076,-0.10123612560510835
2014-07-18,0.004436938392358602,-0.09679918721274974
2014-07-25,-0.02158728334479816,-0.1183864705575479
2014-08-01,0.01807867188712032,-0.10030779867042758
2014-08-08,-0.0007475328152887952,-0.10105533148571637
2014-08-15,0.011177233825362594,-0.08987809766035378
2014-08-22,0.01363991162447074,-0.07623818603588303
2014-08-29,-0.029350095003946357,-0.1055882810398294
2014-09-05,-0.005979947220886365,-0.11156822826071576
2014-09-12,-0.020356327584028177,-0.13192455584474394
2014-09-19,-0.018085330128320996,-0.15000988597306494
2014-09-26,-0.015018441920475582,-0.16502832789354052
2014-10-03,-0.06551555159656172,-0.23054387949010224
2014-10-10,0.005236186586095577,-0.22530769290400668
2014-10-17,0.014455750882007602,-0.21085194202199908
2014-10-24,0.05784818224235083,-0.15300375977964825
2014-10-31,0.0036034101540154736,-0.14940034962563278
2014-11-07,0.0032193901364703107,-0.14618095948916246
2014-11-14,0.0070881215847492665,-0.13909283790441318
2014-11-21,-0.03796373782741697,-0.17705657573183015
2014-11-28,-0.005365964212096833,-0.182422539943927
2014-12-05,-0.03113379602303955,-0.21355633596696655
2014-12-12,0.034016172081110574,-0.17954016388585597
2014-12-19,0.0008659632578924123,-0.17867420062796358
2014-12-26,-0.019800769365968106,-0.1984749699939317
2015-01-02,0.008272516914519515,-0.19020245307941216
2015-01-09,-0.04710101866690858,-0.23730347174632074
2015-01-16,0.025054826913209354,-0.2122486448331114
2015-01-23,-0.003731367200026151,-0.21598001203313755
