Ticker,Weight
WTW,0
WVE,0
WWD,0
WWE,0
WWW,0
WY,0
WYN,0
WYNN,0
XBKS,0
XEC,0
XENT,0
XL,0
XLNX,0
XOG,0
XOM,0
XXIA,0.0460819941
YELP,0
YORW,0
YUM,0
ZG,0
ZION,0
ZUMZ,0
