Ticker,Weight
A,0
AA,0
AAL,0
AAN,0
AAOI,0
AAON,0
AAP,0
AAPL,0
AAT,0
AAWW,0
ABAX,0
ABBV,0
ABC,0
ABCB,0
ABCO,0
ABG,0
ABM,0
ABMD,0
ABT,0
ABY,0
ACAD,0
ACAT,0
ACC,0
ACCO,0
ACET,0
ACGL,0
ACHC,0
ACIA,0
ACIW,0
ACLS,0
ACM,0
ACN,0
ACOR,0
ACRS,0
ACXM,0
ADBE,0
ADC,0
ADI,0
ADM,0
ADMS,0
ADNT,0
ADP,0
ADRO,0
ADS,0
ADSK,0
ADTN,0
AEE,0
AEGN,0
AEIS,0
AEL,0
AEO,0
AEP,0
AERI,0
AES,0
AET,0
AF,0
AFAM,0
AFG,0
AFL,0
AFSI,0
AGCO,0
AGIO,0
AGN,0
AGNC,0
AGO,0
AGR,0
AGX,0
AHH,0
AHL,0
AHP,0
AI,0
AIG,0
AIMT,0
AIR,0
AIRM,0
AIT,0
AIV,0
AIZ,0
AJG,0
AJRD,0
AKAM,0
AKAO,0
AKR,0
AKRX,0
AL,0
ALB,0
ALDR,0
ALE,0
ALEX,0
ALGN,0
ALGT,0
ALJ,0
ALK,0
ALKS,0
ALL,0
ALLE,0
ALLY,0
ALNY,0
ALOG,0
ALR,0
ALRM,0
ALSN,0
ALV,0
ALXN,0
AMAG,0
AMAT,0
AMBA,0
AMBC,0
AMC,0
AMCX,0
AMD,0
AME,0
AMED,0
AMG,0
AMGN,0
AMH,0
AMKR,0
AMN,0
AMP,0
AMPH,0
AMRI,0
AMT,0
AMTD,0
AMWD,0
AMZN,0
AN,0
ANDE,0
ANET,0
ANF,0
ANGO,0
ANIP,0
ANSS,0
ANTM,0
AOBC,0
AON,0
AOS,0
APA,0
APAM,0
APC,0
APD,0
APFH,0
APH,0
APLE,0
APOG,0
APTI,0
APTS,0
AQMS,0
AR,0
ARCB,0
ARCC,0
ARDX,0
ARE,0
ARI,0
ARIA,0.0272820054
ARMK,0
ARNC,0
AROC,0
ARR,0
ARRS,0
ARRY,0
ARW,0
ASB,0
ASGN,0
ASH,0
ASIX,0
ASPS,0
ASTE,0
ATHN,0
ATI,0
ATKR,0
ATO,0
ATR,0
ATRA,0
ATRC,0
ATSG,0
ATU,0
ATVI,0
ATW,0
AVA,0
AVB,0
AVGO,0
AVT,0
AVX,0
AVXS,0
AVY,0
AWH,0
AWI,0
AWK,0
AWR,0
AXDX,0
AXE,0
AXGN,0
AXL,0
AXON,0
AXP,0
AXS,0
AXTA,0
AYI,0
AYR,0
AZO,0
AZPN,0
AZZ,0
B,0
BA,0
BABY,0
BAC,0
BAH,0
BANC,0
BANR,0
BAS,0
BATRK,0
BAX,0
BBBY,0
BBT,0
BBY,0
BC,0
BCC,0
BCO,0
BCOR,0
BCPC,0
BCR,0
BDC,0
BDN,0
BDX,0
BEAT,0
BEAV,0
BECN,0
BEL,0
BEN,0
BERY,0
BETR,0
BF/B,0
BFAM,0
BG,0
BGC,0
BGCP,0
BGFV,0
BGG,0
BGS,0
BHE,0
BHI,0
BHLB,0
BID,0
BIG,0
BIIB,0
BIO,0
BJRI,0
BK,0
BKD,0
BKE,0
BKFS,0
BKH,0
BKS,0
BKU,0
BLCM,0
BLD,0
BLDR,0
BLK,0
BLKB,0
BLL,0
BLMN,0
BLUE,0
BLX,0
BMCH,0
BMI,0
BMRN,0
BMS,0
BMY,0
BNCL,0
BNCN,0
BNED,0
BNFT,0
BOBE,0
BOFI,0
BOH,0
BOJA,0
BOKF,0
BOOT,0
BOX,0
BPFH,0
BPMC,0
BPOP,0
BR,0
BRC,0
BRCD,0
BRG,0
BRK/B,0
BRKL,0
BRKR,0
BRKS,0
BRO,0
BRS,0
BRSS,0
BRX,0
BSFT,0
BSX,0
BUFF,0
BURL,0
BW,0
BWA,0
BWLD,0
BWXT,0
BXP,0
BXS,0
BYD,0
BZH,0
C,0
CA,0
CAA,0
CAB,0
CACC,0
CACI,0
CACQ,0
CAG,0
CAH,0
CAI,0
CAKE,0
CAL,0
CALD,0
CALM,0
CAMP,0
CARA,0
CARB,0
CARO,0
CASH,0
CASY,0
CAT,0
CATM,0
CATO,0
CATY,0
CAVM,0
CB,0
CBB,0
CBF,0
CBG,0
CBI,0
CBL,0
CBM,0
CBOE,0
CBPX,0
CBRL,0
CBS,0
CBSH,0
CBT,0
CBU,0
