date,momentum,vol10,beta,market_cap
2016-06-24,0.0010059959692446884,-0.00224923763714891,0.00065189831116052,-0.0012421587312701396
2016-07-01,0.0008979097723065897,-0.0018130703393954236,0.0006596542707262704,-0.0012270224600933743
2016-07-08,0.00017345615319580392,-0.001966628697236283,0.0007785311922042823,-0.0015192183777933447
2016-07-15,8.57794029372995e-05,-0.0018876662707142894,0.0009077491608469695,-0.001305680707982391
2016-07-22,0.00024273803511680917,-0.0018883710688874392,0.0009430191534507974,-0.0012209479135345525
2016-07-29,4.859837532664668e-05,-0.0017741132319194462,0.0011065963330867403,-0.0010637146722528293
2016-08-05,-0.000594741931463691,-0.00107630103891738,0.0007522587937013323,-0.0009564761498543904
2016-08-12,-0.0009576153957139087,-0.0010618426227917927,0.0008138009958930639,-0.0006845651830496333
2016-08-19,-0.0006307933180896585,-0.0006820379134175913,0.0008696906962923687,-0.0005257367129752481
2016-08-26,-0.0012579085588077354,-0.0003469643495197068,0.0007779125911354331,-0.000646283039790878
2016-09-02,-0.0006294559326556176,-0.0004542737701380394,0.0008134321363788467,-0.000681076101826531
2016-09-09,-0.000984447390901498,-0.0009273428464745823,0.0007307603546452958,-0.0007640181328305394
2016-09-16,-0.0003474195128955363,-0.0009209502909106547,0.0004809054665452419,-0.0009113813509709687
2016-09-23,0.00012219813473631942,-0.0009279598203158094,0.0004944818887102824,-0.0010054983934822583
2016-09-30,0.0002347168254757717,-0.0013057618651629997,0.0009566267552597394,-0.0011963099452139835
2016-10-07,-0.0001656652778129864,-0.0012509269199441901,0.0008350322703343158,-0.0010845668259129263
2016-10-14,-0.0005676372054803101,-0.0010433513106660663,0.0007121026363370364,-0.0007956781059075747
2016-10-21,-0.0009403890104268177,-0.001028147646004015,0.0007471357339598653,-0.0010139072767004621
2016-10-28,-0.001001539290287247,-0.0009723447964459647,0.0005643376338931925,-0.0010786696772319248
2016-11-04,-0.001111474690114464,-0.001061081838596832,0.00032732344891467125,-0.0011913832727317487
2016-11-11,-0.0003640099833390715,-0.0009464773984111386,0.0005230659876426075,-0.0009844908115351513
2016-11-18,-5.415425592273076e-05,-0.0008890094322630316,0.0005551138798857958,-0.0007615465440265978
2016-11-25,-0.0003147467285270945,-0.000535670420498412,0.00042767434344664706,-0.000501123466161217
2016-12-02,-0.0013015382746934454,-0.00036207252753804543,7.367691607419574e-05,-0.00036758246938341823
2016-12-09,-0.0013023261129672488,-0.0005705617370760118,3.434093459081227e-05,-0.000613032231186153
2016-12-16,-0.0005045186566264218,-0.0006080678590898892,-4.3177583202168705e-07,-0.0007701569126909514
2016-12-23,-0.00015001647765208742,-0.0005581366473939667,7.386213011592618e-05,-0.0005252947332695849
2016-12-30,-0.0005397992633189856,-0.000556019202811834,-7.804559489365925e-05,-0.0006192992522900105
