date,vol10,beta,market_cap,momentum
2015-02-06,-0.003248653307007924,0.002662494763746338,9.852287931508132e-05,0.0005310665866449552
2015-02-13,-0.002639006649650427,0.0026488041412579496,-2.30629706211694e-05,0.0006174803926952637
2015-02-20,-0.0025809090975291086,0.002547377232380442,0.00028416077988163447,0.0007151534923570918
2015-02-27,-0.002929173106815569,0.002570636038112598,0.00015552275528660394,0.000591087166785498
2015-03-06,-0.0027481587309158345,0.0023059589472027575,0.00016849079275684631,0.0006069621561682637
2015-03-13,-0.002888616685210151,0.0014824253822265869,4.470385179254855e-05,0.000558841631542055
2015-03-20,-0.00311073130193416,0.0010097597826063784,0.00018093707135960463,0.0006207002172970898
2015-03-27,-0.0035187471921712793,0.0012388173035086196,0.00017703074775935745,0.00038443745362035293
2015-04-03,-0.003355180773677349,0.0013695963325470223,-7.76363599424448e-05,0.0003644788557625835
2015-04-10,-0.003392221856025419,0.0014826917387931492,-0.0001294079137562216,0.00023426917845340435
2015-04-17,-0.002250390582879272,0.0013538400969993218,-0.0005554470269874317,0.0002460893242729153
2015-04-24,-0.003227615012252602,0.00171209068715349,-0.0006973416238272107,0.0004221751326441202
2015-05-01,-0.0029894064835729235,0.002022948173390217,-0.0005774067098225877,0.000194088587283853
2015-05-08,-0.00214452982991491,0.002768387362004154,-0.0007673026815865623,0.0001380019938333574
2015-05-15,-0.002616081478341826,0.0025251559761019764,-0.0003893633903127579,-5.038634440063662e-05
2015-05-22,-0.0024360017612678345,0.0017230687320836239,-0.0004977877381269171,0.00016834603862268487
2015-05-29,-0.002015089861102616,0.0015760903493554858,-0.00041950336674836887,0.00013411124438031692
2015-06-05,-0.0017243038055125013,0.0020735472493099167,-0.0008224135743295925,0.00011424790210498916
2015-06-12,-0.0022052286278068213,0.001998097907515578,-0.0009839363869804743,0.00016904941817025
2015-06-19,-0.0028229819525423566,0.001908841323673721,-0.0013289917644154245,0.0001234557795400369
2015-06-26,-0.002072447896334005,0.002166547426331649,-0.0014194951396936857,-5.7302377363422806e-05
2015-07-03,-0.0011660583533995067,0.0012214604693627433,-0.001105633867191354,0.00022260741078280802
2015-07-10,-0.0003746089050951574,-0.00012384007632967818,-0.0009260964622564534,-7.079007410597577e-06
2015-07-17,-0.00041993666656577636,-0.001841772133526524,-0.0006599017365294359,4.476913710575994e-05
2015-07-24,-0.0006936627965736606,-0.0024837741237587513,-0.00062569949965168,0.00016485792503945993
2015-07-31,-0.0014363211939808144,-0.0020421881728951495,-0.0005439315995944487,0.0001468201904947629
2015-08-07,-0.0015518858633428387,-0.0016481426010027328,-0.0003088297374067938,-1.4356318205451193e-05
2015-08-14,-0.0012197823596264911,-0.0009865283287387645,-0.00020587348410608988,-0.00012312259966901614
2015-08-21,-0.0012798218115696045,-0.0016942176091592274,-0.0004703116792485759,3.836433951963861e-05
2015-08-28,-0.0005240068268847829,-0.0015616695372585394,-0.0005796047024836141,4.0745206040356804e-05
2015-09-04,-0.0008814831302948171,-0.002378751007040882,-0.0005753799707026681,-0.00014439086792164505
2015-09-11,-0.0010163161184445746,-0.0026981430929368245,-0.0003090729517770559,-0.000233141860320773
2015-09-18,-0.0008461012381012783,-0.0028579464463800493,-0.0006568571583803786,-0.00020984829291887733
2015-09-25,-0.002591178813108541,-0.002751434657254986,-0.0002466009339734686,7.99030458949938e-05
2015-10-02,-0.0030808930828001087,-0.0023280814190954095,0.000156607791852727,2.6105239535569167e-05
2015-10-09,-0.0035902122503878873,-0.0013631955366712287,-0.0002784831451029386,0.0001829814483933648
2015-10-16,-0.0034623848971029334,-0.001617481087076708,-0.00037498218873329044,-4.443086956168778e-05
2015-10-23,-0.003705061270897222,-0.001593816615588177,-8.985405378662007e-05,0.0002486762016009503
2015-10-30,-0.0032591775868764266,-0.0019104117601909537,0.0002269455446355821,0.0003022344511489262
2015-11-06,-0.003167641146071986,-0.0019177630855056601,6.709185783656431e-05,0.0003890713667560809
2015-11-13,-0.0034221444623799813,-0.002390542706475138,0.00032609103877981435,0.00015081246330436423
2015-11-20,-0.0027989580205017277,-0.0025106590985473315,0.00041210811233440546,3.321215195027775e-05
2015-11-27,-0.0021872140867435284,-0.0034074963957411277,-8.286617403489017e-05,8.280530250896402e-05
2015-12-04,-0.002244074316940528,-0.003563197164243791,0.00015438480665078299,3.1494149727274145e-05
2015-12-11,-0.0022504877644238318,-0.005097030270301024,0.00011432609208882726,7.429782890629646e-05
2015-12-18,-0.0024049514559572665,-0.005478344458467921,5.734549586286863e-05,-7.319121488464534e-05
2015-12-25,-0.002539428534474156,-0.0049856758508276516,-1.9017502748105117e-05,5.1102135644168416e-05
2016-01-01,-0.003057646956032059,-0.005420867034421764,0.00038189235412215065,-1.6691251510502485e-05
2016-01-08,-0.003171026789751738,-0.006213193862366346,0.0008799350334485193,-3.10075379948634e-05
2016-01-15,-0.0036390947515716333,-0.0064998575797831,0.0010031697075046835,-7.573090157232719e-05
2016-01-22,-0.0031278528958279786,-0.006609738564541693,0.001191857212389912,-9.370658353139699e-05
2016-01-29,-0.004489619244564517,-0.00597802785161998,0.0006800777169453357,-0.0004396125073030055
2016-02-05,-0.004978066409903023,-0.005684651170915894,0.0005385718587200102,-0.00018284860464578377
2016-02-12,-0.005927972840796989,-0.005017096494190831,0.0004361868668947146,-0.0001847092124785858
2016-02-19,-0.004935391041554449,-0.0043016792408692005,0.00016332269640276692,-0.00019059097624710494
2016-02-26,-0.004435786388797807,-0.004380271544399735,0.0002460914186548715,-0.00010428256736921754
2016-03-04,-0.004277055162385859,-0.0032059884176122043,-0.0003541477771605814,-9.089431484375644e-05
2016-03-11,-0.004557706171898325,-0.003622993304783202,-0.00027075105789479276,0.00023385270423291338
2016-03-18,-0.004586122696921944,-0.002858022780846389,-0.00014302446085798825,-2.8375215578500552e-05
2016-03-25,-0.005066598167804168,-0.0034378879182527713,-0.00010839116525608704,-3.10589082374957e-05
2016-04-01,-0.004498969599928154,-0.003797198947651864,-0.00014729385123275196,0.00016269913061878443
2016-04-08,-0.003948891195005363,-0.003649170169615536,-0.00016677667733473023,0.0002237400780474492
2016-04-15,-0.004473108131896959,-0.0028381323054513475,-0.000317289011992962,0.0002128097961000148
2016-04-22,-0.0017253182183026919,-0.002343300614963156,-0.0006196036163354563,-0.00014144092943788226
2016-04-29,-0.0018752494497845532,-0.002562755926481896,-0.0008047899767134495,-0.0002402869331867153
2016-05-06,-0.0017609687429156807,-0.0037887241356982884,-4.904855655170634e-05,-0.00037513670278264543
2016-05-13,-0.0016212817604876334,-0.0035598061915216575,7.478181857280306e-05,-0.00033924182536507056
2016-05-20,-0.0007004828213036177,-0.0032814811923258013,-0.00016979556935977963,-0.0006392105112447481
2016-05-27,-0.0010006008347008587,-0.0030007301216187924,-0.00037658144152488205,-0.0007460731668395893
2016-06-03,-0.001167926765096091,-0.003131203620367696,-0.00011080993770164766,-0.0008588665380656687
2016-06-10,-0.002206150609015246,-0.0024493385768914622,-0.00032820210346525236,-0.000726412962031498
2016-06-17,-0.0025972122333258745,-0.0022184744359248086,-0.0005165529153303062,-0.0007478993246279631
2016-06-24,-0.003382050885642221,-0.0027363527422259904,-0.00037283556684635156,-0.0006866918512648079
2016-07-01,-0.0034650042159432995,-0.0028169197049591286,-0.0005467418532403149,-0.0008158834305896396
2016-07-08,-0.003095010239403451,-0.0013070014210796845,-0.0006233185675033006,-0.000806276193069013
2016-07-15,-0.0027316904346606553,-0.00029423534234423716,-0.0005047190863356679,-0.0008945703387928417
2016-07-22,-0.003119643468678885,-0.0007848750565837415,-0.00047319069751923986,-0.0009239907640457231
2016-07-29,-0.0028244767814719286,-0.0005658253180022536,-0.0007596248302581657,-0.0007586987830143515
2016-08-05,-0.0021450794744061297,0.0003394242536071291,-0.0013686460344617564,-0.0005285849899842201
2016-08-12,-0.0010771804887994248,0.0006810236343323078,-0.0012501305368381836,-0.0003527398446202312
2016-08-19,-0.0012252894459682047,0.001171932177885801,-0.0012641346156270904,-0.00026917282416937075
2016-08-26,-0.00032802301977599273,0.0010711296715655775,-0.0012787759848722352,-7.503843226985993e-05
2016-09-02,-0.00024764298855799817,0.0015082896389692325,-0.0011313771622418144,-0.00042799715228856235
2016-09-09,0.0004972611333610312,0.0013937448452783863,-0.0013497155706431918,-0.0005621594195639164
2016-09-16,0.0006231156458707909,0.0010039020654223584,-0.0013063503322104338,-0.0006663670547471649
2016-09-23,0.0007715808579137552,0.0006859123792577798,-0.0013605217242908126,-0.0006969734546612076
2016-09-30,0.0004842010981699121,0.0005641243443451772,-0.001086094303845609,-0.0006609007292003081
2016-10-07,0.0004103813541486283,0.0006007573666217176,-0.0012598192903708466,-0.0007357726345153245
2016-10-14,0.00041628623057849773,1.500172886111419e-05,-0.001198655981675147,-0.0006245719885263478
2016-10-21,0.000467920731108815,0.00023984376037377924,-0.001179049713812645,-0.0006147605373855982
2016-10-28,-0.0005499542382881632,0.0006510205751488876,-0.0005782201336091708,-0.0006303324763011194
2016-11-04,-0.0014744373476002013,0.0005356327948809681,-0.0006519843593666342,-0.0007099387693068009
2016-11-11,-0.0009251679535818187,0.00037812535489318476,-0.0011306506911446593,-0.0007838577978889022
2016-11-18,-0.001958515494361474,0.00023857123967663827,-0.001262955188057743,-0.0007494838900670584
2016-11-25,-0.001764001363228234,0.0004552677463299221,-0.0015327096300804407,-0.0008291463811492858
2016-12-02,-0.001535777435717107,0.0011548966278404176,-0.0015153890833728726,-0.00043534390660714465
2016-12-09,-0.0017900426660535358,0.0014482937202767254,-0.0020142984168324716,-3.882232252424642e-05
2016-12-16,-0.002233990443025322,0.0008422089335515406,-0.0018028343546268343,0.00012634366458877047
2016-12-23,-0.0023942340759405445,0.0007643866192711659,-0.0015777618482493711,0.00012016324995134774
2016-12-30,-0.00293030077558854,0.0005408973851909811,-0.001645989982775101,0.0001293050920546208
