,ticker,weight,Name,Prev Close,Avg Daily Volume,Market Cap,PE ratio
0,BOOT,0.19999999947950292,"Boot Barn Holdings, Inc. Common",9.89,376997,261.46M,20.96
1,CRK,0.20000000013883487,"Comstock Resources, Inc. Common",9.23,532661,135.69M,
2,STML,0.20000000013542285,"Stemline Therapeutics, Inc.",8.55,428124,146.30M,
3,WATT,0.2000000001098826,Energous Corporation,15.60,643473,301.31M,
4,ZYNE,0.20000000013635677,"Zynerba Pharmaceuticals, Inc.",20.10,450287,268.51M,
