,date,pnl
0,2014-01-07,-0.06122782299805221
1,2014-01-14,-0.07301944332902631
2,2014-01-21,-0.058417747448195605
3,2014-01-28,-0.06143502795739918
4,2014-02-04,-0.02004877416860381
5,2014-02-11,0.03509572722901035
6,2014-02-18,-0.022360140192915243
7,2014-02-25,0.05849495356772364
8,2014-03-04,-0.06790346376402781
9,2014-03-11,-0.024343671000078962
10,2014-03-18,-0.003627490993586103
11,2014-03-25,-0.00019776507954433198
12,2014-04-01,0.0035952602066351737
13,2014-04-08,0.020164191219775942
14,2014-04-15,0.02505659520399294
15,2014-04-22,0.013158076086850608
16,2014-04-29,-0.005596044769896428
17,2014-05-06,0.04807287274230198
18,2014-05-13,-0.0034721818286804
19,2014-05-20,-0.025795785889409947
20,2014-05-27,0.011020511767390976
21,2014-06-03,-0.0689064829968494
22,2014-06-10,-0.009130800468804896
23,2014-06-17,0.010437009129798912
24,2014-06-24,0.005336990693235285
25,2014-07-01,0.027404757460588104
26,2014-07-08,0.017973550009715022
27,2014-07-15,0.020561608787262764
28,2014-07-22,-0.030511286003421293
29,2014-07-29,-0.008136834084793815
30,2014-08-05,0.005448055476806744
31,2014-08-12,0.061713453485568205
32,2014-08-19,0.024201859778074625
33,2014-08-26,0.00665825270283941
34,2014-09-02,0.008285202013416534
35,2014-09-09,-0.0039273484892944875
36,2014-09-16,-0.02367557347081099
37,2014-09-23,0.00027940289451263735
38,2014-09-30,0.004767410708844089
39,2014-10-07,-0.03379656835673617
40,2014-10-14,-0.032606389325962236
41,2014-10-21,0.008960868766255547
42,2014-10-28,0.006529264449361007
43,2014-11-04,0.01576752280934771
44,2014-11-11,-0.04859299603503821
45,2014-11-18,-0.016623723752066374
46,2014-11-25,0.05761389606319654
47,2014-12-02,0.03901443845742365
48,2014-12-09,-0.008887653453970655
49,2014-12-16,-0.031988281528760376
50,2014-12-23,0.07939656118481206
51,2014-12-30,-0.03471937430987946
52,2015-01-06,0.11143788536997791
53,2015-01-13,0.03464830622636267
54,2015-01-20,-0.05758939442223106
55,2015-01-27,-0.17946810718381834
56,2015-02-03,0.02929075614981683
57,2015-02-10,-0.023872159378076983
58,2015-02-17,-0.007561852440732875
59,2015-02-24,0.039183102694061195
60,2015-03-03,0.043266382844071305
