,Date,Pnl,cumpnl
0,2014-01-03,-0.0445244852074664,-0.0445244852074664
1,2014-01-10,0.09566743691953962,0.05114295171207322
2,2014-01-17,0.007015922042041976,0.058158873754115194
3,2014-01-24,-0.0027127252578069694,0.055446148496308224
4,2014-01-31,-0.009704402481213084,0.04574174601509514
5,2014-02-07,0.026545514407579917,0.07228726042267505
6,2014-02-14,-0.030380589022548442,0.04190667140012661
7,2014-02-21,0.048755098020981456,0.09066176942110807
8,2014-02-28,0.045828308848704306,0.13649007826981238
9,2014-03-07,-0.04788050410006109,0.08860957416975129
10,2014-03-14,0.013025997428983626,0.10163557159873492
11,2014-03-21,0.03347070374963359,0.1351062753483685
12,2014-03-28,0.04155848922175101,0.1766647645701195
13,2014-04-04,-0.03127198086467707,0.14539278370544245
14,2014-04-11,0.019180851233724615,0.16457363493916707
15,2014-04-18,-0.00660296212277992,0.15797067281638716
16,2014-04-25,-0.026744155949461165,0.131226516866926
17,2014-05-02,-0.053886692181893056,0.07733982468503293
18,2014-05-09,0.014015625659404882,0.09135545034443782
19,2014-05-16,0.04664342209780002,0.13799887244223785
20,2014-05-23,0.021281550400170806,0.15928042284240865
21,2014-05-30,0.02943171351792171,0.18871213636033035
22,2014-06-06,0.022553689694480166,0.2112658260548105
23,2014-06-13,-0.016703089678591788,0.1945627363762187
24,2014-06-20,0.018948505031158504,0.2135112414073772
25,2014-06-27,0.008177544890267788,0.221688786297645
26,2014-07-04,-0.06613839677381807,0.15555038952382694
27,2014-07-11,-0.032971660373041126,0.12257872915078581
28,2014-07-18,-0.010815565883116978,0.11176316326766883
29,2014-07-25,-0.0070405219970972495,0.10472264127057158
30,2014-08-01,0.006469704927435347,0.11119234619800693
31,2014-08-08,-0.008136834566142854,0.10305551163186408
32,2014-08-15,0.02457858588834014,0.12763409752020421
33,2014-08-22,0.011202166692787773,0.138836264212992
34,2014-08-29,-0.014318715472749696,0.1245175487402423
35,2014-09-05,0.0030874090093601842,0.12760495774960248
36,2014-09-12,-0.2173365958855221,-0.08973163813591961
37,2014-09-19,-0.04985149019104884,-0.13958312832696845
38,2014-09-26,-0.027238078144585818,-0.16682120647155427
39,2014-10-03,-0.03440820505468192,-0.2012294115262362
40,2014-10-10,0.034087806471958665,-0.16714160505427753
41,2014-10-17,0.0049860525601574295,-0.1621555524941201
42,2014-10-24,0.014061960231187928,-0.14809359226293217
43,2014-10-31,-0.0063557125535155445,-0.15444930481644772
44,2014-11-07,-0.04303229756378068,-0.1974816023802284
45,2014-11-14,-0.013968659380012948,-0.21145026176024137
46,2014-11-21,-0.011436065459664729,-0.2228863272199061
47,2014-11-28,-0.013390966896627894,-0.23627729411653398
48,2014-12-05,-0.13349054722927342,-0.3697678413458074
49,2014-12-12,0.08765206009071307,-0.28211578125509434
50,2014-12-19,0.0018440054411980088,-0.28027177581389634
51,2014-12-26,0.007540987720262448,-0.2727307880936339
52,2015-01-02,-0.1087181109628511,-0.381448899056485
53,2015-01-09,-0.1998010432134136,-0.5812499422698986
54,2015-01-16,0.00885358588407988,-0.5723963563858186
55,2015-01-23,-0.02196662167765294,-0.5943629780634716
