,ticker,weight,Name,Prev Close,Avg Daily Volume,Market Cap,PE ratio
0,ATI,0.19999999550295575,Allegheny Technologies Incorpor,18.230,2987840,2.01B,
1,CRR,0.19700681555796065,"Carbo Ceramics, Inc. Common Sto",11.25,900764,304.53M,
2,CSX,0.17203801576955358,CSX Corporation,47.68,12469500,43.46B,25.93
3,GIMO,0.200000002866386,Gigamon Inc. Common Stock,34.0500,1319920,1.25B,26.0827
4,VIVO,0.030955176567045276,Meridian Bioscience Inc.,13.60,462277,576.06M,19.50
5,ZYNE,0.19999999373609864,"Zynerba Pharmaceuticals, Inc.",24.78,489139,326.39M,
