-4.987939809695656757e-01,1.138900000000000023e+00,-2.076505149182289178e-01,1.164000542746535416e+00
7.428918343699227878e-01,1.116100000000000092e+00,1.320095982410322666e+00,-1.179164878246102277e-01
4.695462343605416589e-01,1.406999999999999806e+00,-3.494377382762862538e-03,-1.602596026499520931e-01
-1.292373900205758264e-01,1.066999999999999948e+00,3.145451845279428199e-02,9.705259697048144174e-01
-6.436362764436420747e-01,1.069399999999999906e+00,-1.325684456967494373e+00,2.073733273597264670e+00
-2.839938491456141523e-01,8.997000000000000552e-01,-6.044582275149221751e-01,-1.980272572775525902e-02
-7.937199378311906584e-01,8.984999999999999654e-01,2.966566913996481758e-01,5.171970840562435390e-01
-2.692518933674650228e-01,8.783999999999999586e-01,-4.776495911088283197e-01,-5.960897943472912575e-01
-6.523879383161634848e-01,2.073799999999999866e+00,1.036034873017018576e+00,4.986446561088881957e-01
8.637306922241129170e-01,7.645999999999999464e-01,-6.128692073560400022e-01,-1.150349380376007868e+00
-7.930195312120726092e-02,6.822000000000000286e-01,-1.778761873235717106e+00,9.520372970631298948e-01
-2.155380443196474705e+00,9.241000000000000325e-01,-1.155709778600624155e-01,3.457190006476283384e-01
6.378291443294504814e-01,1.198499999999999899e+00,4.828782920185499816e-01,-1.154875865467253515e+00
3.111844846482214044e-01,1.483999999999999986e+00,7.666182018201420645e-01,5.960897943472912575e-01
-1.466717831083714563e+00,1.330500000000000016e+00,2.636998819491256363e+00,-4.439714892699265780e-01
-3.587109702890670104e-01,1.211799999999999988e+00,-1.602596026499520931e-01,-1.048330282934322767e-02
2.496859961979428499e-01,1.331299999999999928e+00,4.491191248139141390e-01,1.402450811820728616e+00
0.000000000000000000e+00,1.299900000000000055e+00,5.548514348631568005e-01,6.213237699062731378e-01
-1.328653647105272562e+00,1.743700000000000028e+00,1.467672115672751243e+00,-7.387856370739964706e-01
4.881103249630840413e-01,1.152199999999999891e+00,-9.338684654608623292e-01,1.072585242295938102e+00
8.671696613474085824e-01,1.104500000000000037e+00,-1.016314693203442809e+00,3.844754316468602939e-02
1.159563877624961492e+00,1.914299999999999891e+00,8.274314428118403342e-01,1.980272572775525902e-02
-1.913685308579449629e+00,1.275900000000000034e+00,8.241553366383314039e-01,1.602596026499519544e-01
2.631912765604111915e+00,1.179000000000000048e+00,1.216018971411206406e+00,-2.845064329900894307e-01
