-5.164210280296985811e-01,8.725000000000000533e-01,-3.341015861829040645e+00,1.254897808212358967e+00
-8.946358989501811410e-01,8.522999999999999465e-01,-7.822685574504542050e-01,1.169828189820035780e+00
-8.940808024434034051e-02,1.418400000000000105e+00,-2.547447465892010321e+00,8.037594837748038845e-01
3.931902440218651429e-01,9.756000000000000227e-01,5.217615068020539093e-01,-2.678501179592033266e-01
1.222426239978693596e+00,1.276399999999999979e+00,6.969889920548413276e-01,-1.364243695239413801e-01
0.000000000000000000e+00,3.610999999999999766e-01,6.127120129400379644e-01,8.212231039991755299e-01
5.089700168895583410e-01,1.526699999999999946e+00,4.979335419883933467e-01,2.397584376198606537e-01
7.787237123068679878e-01,1.185899999999999954e+00,1.006019558102120015e-01,-5.422503167884258346e-01
-8.531595924941741682e-01,1.056200000000000028e+00,3.490589214879534774e-01,5.926396010524649371e-01
1.398324744319279500e-01,8.470999999999999641e-01,-5.629693433054578922e-01,1.656291646849259003e+00
-4.916927321345384017e-01,8.504000000000000448e-01,-1.250312787828803618e+00,7.252796826804461805e-01
3.861415581014052134e-01,1.249400000000000066e+00,3.313228043478717577e-01,1.163629254722135631e+00
-7.538950382125687577e-01,9.647000000000000020e-01,-1.337267837730276909e+00,3.034364574410966173e-02
3.534934936568325803e-01,1.243300000000000072e+00,1.278229225032522898e+00,-6.026454555557821946e-01
-9.044272453890491725e-01,1.091699999999999893e+00,-5.434625744491553556e-01,-4.979335419883933467e-01
-1.679972629484588031e+00,1.064599999999999991e+00,4.441581960721462941e-01,-7.695459421205612660e-01
-2.164730361013314841e+00,1.010199999999999987e+00,-7.389568131199385492e-01,-9.679785311767947764e-01
7.111737998628157031e-01,6.582000000000000073e-01,-2.605203525874035364e+00,1.424077495754117351e+00
5.643064206926072801e-01,1.397499999999999964e+00,3.568528040436578230e-01,-2.548598006055095566e-01
9.242749533099572368e-01,1.045199999999999907e+00,5.362009174759786445e-01,-7.063562657897146657e-01
7.139810091223806054e-01,2.245200000000000085e+00,1.726223684709534023e+00,5.128490355019281466e-02
1.640668215614591030e-01,1.604400000000000048e+00,-3.747499895543054960e-01,-1.151363708099020666e+00
-1.820808520062418889e+00,8.245999999999999996e-01,-3.961604790087213113e-01,3.736279516482157170e-01
1.636903002497735127e+00,9.767000000000000126e-01,1.873967596210857955e+00,-1.441598425717299570e+00
4.792957145926030754e-02,6.570000000000000284e-01,6.771188484429211396e-01,9.481132839581347671e-01
-1.269759568681984252e+00,1.451600000000000001e+00,-6.458693975374104612e-01,2.656819831168524826e-01
-1.385359205033718455e+00,1.270000000000000018e+00,1.947662307546209892e-01,-6.484491482130274598e-01
-1.222426239978693596e+00,9.374000000000000110e-01,8.906408629364939156e-01,-5.654226671359378065e-01
-2.437975734369918435e+00,1.412500000000000089e+00,1.608711382262428824e+00,-2.547447465892010321e+00
1.190856771041919338e+00,1.016199999999999992e+00,6.805367747366680709e-02,1.862435718514792171e-01
4.818858271904903345e-01,9.179999999999999272e-01,-8.539092773770649014e-01,1.838809307916405178e+00
3.581336915927668119e-01,1.509900000000000020e+00,1.167756891146958242e+00,-1.690224698338199660e+00
6.101576338192505472e-02,9.889000000000000012e-01,-1.167756891146958242e+00,2.079595998383776845e+00
-5.314100401570165388e-01,1.171399999999999997e+00,5.086203472257513347e-01,-3.335340135988437149e-01
1.182052030365451367e+00,1.222699999999999898e+00,7.252796826804461805e-01,-1.862435718514790783e-01
-2.915453945372034616e-01,8.290999999999999481e-01,-7.625314084276662019e-01,1.015887830347226517e+00
-1.402621288442624792e+00,1.362800000000000011e+00,8.300494045897349737e-01,-1.066250282594471521e+00
-1.131044196028520465e+00,9.751999999999999558e-01,1.347571236028530128e+00,7.323269932778262055e-03
3.485158260607417596e-02,1.082100000000000062e+00,1.438198372125578661e-01,-8.875342797371094106e-01
1.573722169680990879e+00,1.247500000000000053e+00,5.050516810399419132e-01,-1.798604775192839123e-01
-1.628644217355289525e+00,1.243700000000000028e+00,-6.385987391868354346e-02,2.483808707101416435e-01
6.082735182100654781e-01,1.157299999999999995e+00,1.692381173131964622e-01,-4.418501263540383639e-01
2.039387156463539352e-01,8.618999999999999995e-01,-3.114932026895470552e-01,6.956558076986054662e-01
3.143463003371053666e-01,1.072500000000000009e+00,-8.844362384801844890e-01,1.861991129626918484e+00
-5.114505285517453315e-01,9.308999999999999497e-01,4.500058239596385623e-02,-5.556295784347692335e-01
0.000000000000000000e+00,8.870999999999999996e-01,1.754768981038046238e+00,-1.264147858680115366e+00
-8.753059238420873855e-01,8.708000000000000185e-01,-7.252796826804460695e-01,8.782654770702226221e-01
-2.463818946225670992e-01,1.824999999999999956e+00,-9.744801246428200225e-02,5.217615068020539093e-01
-8.722178735518554271e-02,8.071000000000000396e-01,-3.027196705209758143e-01,1.819873486498939652e-01
-3.373118310914119400e-01,1.307500000000000107e+00,-1.264147858680115366e+00,-6.876824810146301425e-01
9.596956609917534076e-02,1.030699999999999950e+00,-2.011674879080586897e-01,3.114932026895469441e-01
1.530158863418478621e+00,1.580999999999999961e+00,-7.444664617941629814e-01,5.951354686507659419e-01
1.596538214477903894e-01,6.328000000000000291e-01,5.556295784347694555e-01,-5.966719323463301472e-02
-7.920642788041997173e-01,1.370100000000000096e+00,4.557344189087761399e-01,-6.228410469917727843e-01
1.063454208322771599e+00,1.071299999999999919e+00,7.583406491591913046e-01,7.090440171779480716e-01
1.241026380990936762e+00,1.077099999999999946e+00,5.757125075634627470e-02,7.472297735778140604e-01
0.000000000000000000e+00,1.545999999999999874e-01,-9.546931634587056958e-01,5.193655601751626660e-01
4.794413620549745625e-01,1.715100000000000069e+00,1.564517185616971950e+00,4.720447817407753544e-01
1.751135096920031220e-01,1.216699999999999893e+00,2.615728420844024016e-02,6.718653058851113968e-01
-1.090682338629099579e+00,1.124800000000000022e+00,-7.751849432049510158e-01,1.107803756000761197e+00
3.166352082458134820e-01,1.405100000000000016e+00,-5.458894901595898741e-01,1.019399474392640892e+00
-8.503591129642379398e-02,1.258899999999999908e+00,-6.903353769248565808e-01,1.707947540777795759e+00
-1.950524742500561737e-01,1.490799999999999903e+00,1.287759437347778757e+00,-2.452409240560917247e+00
1.022192425782244563e+00,1.179200000000000026e+00,2.310362136023376589e+00,-8.389408478261597413e-01
-7.980388278257694035e-01,1.943100000000000049e+00,2.412126764785506250e+00,-6.744897501960817054e-01
1.299581131884684826e+00,9.225999999999999757e-01,1.401375427358442671e+00,-9.221940253728327930e-01
3.921013950817749810e-02,7.892000000000000126e-01,0.000000000000000000e+00,2.497114045581668051e+00
1.000402931912666382e+00,1.334000000000000075e+00,-8.968799656709122159e-01,1.648099668361119985e+00
8.484682680655445397e-01,8.944999999999999618e-01,-2.474143802738998588e+00,-3.680247789517701040e-01
4.215855692251972986e-01,1.282200000000000006e+00,-1.088682723397245145e+00,1.459573431501306251e+00
