2015-07-03 , 0.011502 , 0.000313 , -0.003442 , -0.004447 
2015-07-10 , 0.013681 , 0.004582 , 0.004192 , 0.001212 
2015-07-17 , 0.007347 , -0.026515 , -0.007340 , 0.005219 
2015-07-24 , -0.003495 , 0.000002 , -0.004327 , 0.002063 
2015-07-31 , 0.003496 , 0.000003 , -0.006737 , 0.004331 
2015-08-07 , -0.004725 , -0.000001 , -0.002937 , 0.000621 
2015-08-14 , 0.001065 , -0.000074 , -0.011893 , -0.009403 
2015-08-21 , -0.006410 , -0.000057 , 0.014491 , 0.001051 
2015-08-28 , 0.000998 , -0.000053 , -0.001974 , -0.006803 
2015-09-04 , 0.012315 , 0.000059 , 0.000106 , 0.000538 
2015-09-11 , 0.007150 , 0.000024 , 0.002573 , -0.004114 
2015-09-18 , -0.004983 , -0.000058 , -0.024781 , 0.007480 
2015-09-25 , -0.007268 , 0.000011 , -0.002472 , 0.008519 
2015-10-02 , -0.030010 , 0.000045 , 0.000012 , -0.007516 
2015-10-09 , 0.009194 , -0.000020 , -0.003915 , 0.000760 
2015-10-16 , 0.000279 , 0.000015 , -0.010819 , 0.002344 
2015-10-23 , 0.005319 , -0.000008 , 0.002728 , 0.004958 
2015-10-30 , -0.000083 , 0.000082 , 0.014109 , -0.007770 
2015-11-06 , 0.009948 , -0.000056 , -0.006248 , 0.001256 
2015-11-13 , 0.001673 , 0.000097 , -0.000242 , 0.002485 
2015-11-20 , 0.002764 , 0.000054 , 0.010103 , -0.009536 
2015-11-27 , 0.006764 , -0.000098 , -0.006140 , 0.004608 
2015-12-04 , 0.001688 , -0.000104 , -0.002629 , 0.004724 
2015-12-11 , 0.002493 , 0.000063 , -0.001780 , -0.002781 
2015-12-18 , -0.009367 , 0.000061 , 0.004074 , 0.000003 
2015-12-25 , 0.001728 , -0.000087 , -0.002678 , 0.001797 
2016-01-01 , 0.000184 , -0.000154 , -0.022325 , 0.003989 
2016-01-08 , 0.004321 , -0.000136 , -0.015026 , 0.001554 
2016-01-15 , -0.003186 , 0.000039 , 0.005435 , 0.002461 
2016-01-22 , -0.007696 , 0.000088 , -0.013445 , -0.001636 
2016-01-29 , -0.017106 , -0.000156 , -0.010436 , 0.002445 
2016-02-05 , 0.009935 , -0.000248 , -0.006698 , -0.000641 
2016-02-12 , -0.001034 , 0.000159 , 0.012030 , -0.002147 
2016-02-19 , -0.000231 , 0.000052 , 0.006603 , -0.001980 
2016-02-26 , -0.017019 , 0.000229 , 0.010909 , -0.001925 
2016-03-04 , 0.000388 , 0.000052 , -0.001161 , 0.003528 
2016-03-11 , -0.004710 , 0.000093 , -0.004859 , 0.002114 
2016-03-18 , 0.007139 , -0.000102 , -0.001227 , 0.003143 
2016-03-25 , 0.005246 , 0.000141 , 0.003975 , -0.005082 
2016-04-01 , 0.002219 , -0.000043 , 0.012273 , 0.003820 
2016-04-08 , -0.009207 , 0.000236 , 0.001198 , -0.004488 
2016-04-15 , -0.010796 , 0.000139 , 0.013008 , 0.002693 
2016-04-22 , 0.003784 , -0.000042 , -0.003677 , 0.002553 
2016-04-29 , 0.015274 , 0.000008 , -0.009208 , 0.003154 
2016-05-06 , 0.008527 , -0.000087 , -0.000504 , 0.002638 
2016-05-13 , -0.008445 , 0.000004 , 0.006885 , 0.000712 
2016-05-20 , -0.002315 , 0.000157 , 0.005321 , -0.003094 
2016-05-27 , -0.001260 , 0.000055 , 0.003256 , -0.002770 
2016-06-03 , 0.006492 , -0.000021 , -0.004268 , -0.002998 
2016-06-10 , -0.001028 , -0.000088 , -0.003751 , 0.001322 
2016-06-17 , 0.006152 , -0.000076 , -0.002671 , -0.004016 
2016-06-24 , 0.000827 , 0.000208 , -0.000384 , 0.000900 
2016-07-01 , -0.000198 , 0.000166 , 0.000707 , -0.001074 
2016-07-08 , -0.004163 , 0.000138 , 0.010421 , 0.001242 
2016-07-15 , -0.004138 , 0.000101 , -0.001906 , 0.002682 
2016-07-22 , 0.001018 , 0.000042 , 0.003566 , 0.001937 
2016-07-29 , -0.007523 , -0.000070 , 0.000022 , -0.002909 
2016-08-05 , 0.000163 , 0.000003 , 0.002822 , 0.001134 
2016-08-12 , -0.002999 , -0.000004 , 0.001883 , -0.000544 
2016-08-19 , -0.000932 , -0.000011 , -0.005453 , -0.005197 
2016-08-26 , 0.002924 , 0.000075 , -0.002362 , -0.003433 
2016-09-02 , -0.005482 , -0.000212 , 0.001066 , -0.000244 
2016-09-09 , -0.000325 , 0.000099 , 0.007297 , -0.001168 
2016-09-16 , 0.001807 , 0.000088 , 0.003699 , -0.003875 
2016-09-23 , 0.001690 , -0.000009 , 0.006497 , 0.002280 
2016-09-30 , -0.003099 , -0.000160 , -0.000758 , -0.001175 
2016-10-07 , 0.003293 , -0.000164 , -0.007159 , 0.001072 
2016-10-14 , -0.000059 , -0.000038 , 0.002932 , 0.002751 
2016-10-21 , -0.001369 , -0.000086 , -0.010712 , 0.007362 
2016-10-28 , 0.001488 , -0.000131 , -0.004980 , 0.002014 
2016-11-04 , -0.018661 , 0.000538 , 0.003659 , -0.029024 
2016-11-11 , 0.003318 , 0.000156 , 0.001658 , -0.003943 
2016-11-18 , 0.001732 , 0.000182 , 0.001144 , -0.003163 
2016-11-25 , 0.001744 , -0.000171 , -0.004641 , 0.005627 
2016-12-02 , -0.006874 , 0.000351 , -0.002206 , -0.009531 
2016-12-09 , 0.000262 , -0.000149 , -0.001655 , 0.002699 
2016-12-16 , 0.003313 , 0.000065 , -0.000375 , -0.003506 
2016-12-23 , -0.001304 , -0.000012 , -0.004405 , -0.001800 
2016-12-30 , -0.006870 , 0.000119 , 0.007035 , 0.006164 
2017-01-06 , 0.004084 , 0.000104 , 0.002710 , 0.001498 
2017-01-13 , 0.002602 , -0.000043 , -0.002731 , 0.006020 
2017-01-20 , 0.007351 , 0.000107 , 0.000994 , -0.000577 
2017-01-27 , -0.003677 , 0.005235 , 0.002111 , -0.000301 
2017-02-03 , -0.006222 , 0.007905 , -0.000640 , -0.001815 
