date,ticker,beta,market_cap,momentum,vol10
2/27/2015,X1288453D,0.007282574807530572,0.5988973941775962,0.9119369696677293,0.5822267647702857
2/27/2015,X1396924D,0.011524065024379318,0.2176593039657824,-0.17189638914241934,-0.5284776554279158
2/27/2015,X1396926D,-0.026723759036326664,0.2176593039657824,-0.1403591794724822,-0.49754624313108053
2/27/2015,X1437361D,-0.029402594962757468,-0.22377740717486422,-0.5244350900717616,-0.16796945753841672
2/27/2015,X1477069D,0.34991313100893273,-0.22579148361130133,-1.601530423811464,1.0103899629152182
2/27/2015,X9876543D,0.1889225330413502,-0.23818547684686303,-1.6467815206915608,-0.09127786707528521
2/27/2015,X9876544D,0.009700968352224998,-0.10353655529226302,0.10729828682696374,-0.5425699590998332
2/27/2015,X9876566D,-0.06720394636905833,0.581812209687077,0.3834053969555896,-0.47344203444931243
2/27/2015,A,0.04195861763299551,0.25240049343208226,-0.18030008433485906,-0.32638844754518154
2/27/2015,AAL,0.1631387372494541,0.9538543778612085,0.876135699018956,0.003646138872982343
2/27/2015,AAN,-0.08930434276211219,-0.1867293669006931,0.4131039618986671,-0.4540551647085675
2/27/2015,AAOI,0.27795662154063955,-0.2589289375929835,-1.542898718052609,0.629778337471148
2/27/2015,AAP,-0.07111058209510318,0.14761788715400656,0.2564971780170894,-0.39474010123072373
2/27/2015,ABMD,0.056580597064763496,-0.17436124130963285,1.4142264763214825,-0.4227455691211016
2/27/2015,ACAD,0.1269372461881049,-0.12668102901926687,0.5869746345373548,-0.31161939482687273
2/27/2015,ACC,-0.1380442742013387,-0.09648049924401236,0.2954553557493355,-0.2678695594160336
2/27/2015,ACHN,-0.042945598813046354,-0.21588527581825026,0.5343921250901884,0.4816101050788426
2/27/2015,ACIIQ,0.32703140747066983,-0.255523698650514,-1.6175491464756482,0.5091577721437206
2/27/2015,ACIW,-0.010613537423208329,-0.18162181913262068,-0.15545859671650983,-0.3108431238618943
2/27/2015,ACM,0.15175368456212335,-0.09488277932069016,-0.8215057695181669,-0.3555483696911685
2/27/2015,ACTG,0.1523861874891972,-0.24271655403382777,-0.21264003754015418,-0.10690280829344205
2/27/2015,ADI,0.022090584511967343,0.4010198872936529,0.22023957774801992,-0.30791717945543684
2/27/2015,ADP,-0.004474538425137831,1.2770349301335673,0.4360552068206951,-0.4236412663883845
2/27/2015,ADT,0.14594954005485664,-0.02036457886909751,-0.21710618149962138,-0.3574193817606039
2/27/2015,ADTN,-0.01943137234770959,-0.22363714884473193,0.007134266458586328,-0.12272679334877283
2/27/2015,AEE,-0.14094634645497198,0.11038257141965066,0.4951789657453101,-0.3230843198480936
2/27/2015,AEO,-0.02077079031092499,-0.15928036801874546,0.04231102706258132,-0.18472894862846526
2/27/2015,AEP,-0.14500180639915192,0.7646464642934838,0.5294238432025404,-0.28761470806369166
2/27/2015,AERI,-0.019468578402243347,-0.24097378452833296,1.6198981890310185,0.08047706002213574
2/27/2015,AF,0.006538453716855357,-0.21776975089705666,-0.09604676262813264,-0.4127336641112508
2/27/2015,AFFX,-0.005813956388353234,-0.2337386833018158,0.934359243172599,-0.2720892887641218
2/27/2015,AFL,-0.005888368497420747,0.7328279933915973,-0.11290064848761255,-0.4636291732766356
2/27/2015,AGIO,-0.029104946526487374,-0.11976365614506207,3.0,0.39088592409494605
2/27/2015,AGNC,-0.20873577781548397,0.010679357451433256,-0.05172936453434298,-0.5321201576481995
2/27/2015,AHL,-0.07431030278500662,-0.16139530195522583,0.06452287220299516,-0.35795680012097353
2/27/2015,AI,-0.10154513470371943,-0.24471102690356447,0.05843007070070983,-0.4572796748707858
2/27/2015,AIRM,-0.10388911613934637,-0.18964793377760245,-0.7251681763573207,0.928363997615824
2/27/2015,ALGN,0.21924546748636514,-0.09650141117702132,0.09282677161346171,-0.3465316838671876
2/27/2015,ALK,0.0484324711218699,0.03970617300833422,0.8931913707107846,-0.22370173194712906
2/27/2015,ALNY,-0.015896797167002343,0.04511136680227994,1.4786191159210966,-0.060246932859862865
2/27/2015,ALSN,0.08701514967337969,-0.05630017520749029,0.11132288627204108,-0.4997158209562768
2/27/2015,ALTR,0.009403319915954944,0.1412976007669044,-0.05351301655527444,-0.30827545836235004
2/27/2015,ALV,0.0006971031550549124,0.09901007969746359,-0.038664403533664675,-0.4866585452376642
2/27/2015,AMAT,0.08135982938424811,0.8591742270131488,0.11089586735672227,-0.22684662457447785
2/27/2015,AMBA,0.23613701624469252,-0.20209572718195556,1.445158927944578,0.2718577094649105
2/27/2015,AME,0.07563009698604893,0.20248836171491505,-0.21028708808748495,-0.5003726656189509
2/27/2015,AMGN,-0.013292373349639133,3.0,0.42844515885418405,-0.48100570026192335
2/27/2015,AMTD,0.09252164574437632,0.4547901792846071,0.0594653890640403,-0.3571208160048429
2/27/2015,ANAC,-0.19720190091001813,-0.19748969303133942,1.4206053372077747,-0.19583559474277293
2/27/2015,ANET,-0.15824716181317072,-0.10272967336398978,-0.773177128046243,0.021997980660422696
2/27/2015,ANF,0.04623731390437801,-0.20299570412412898,-0.8975802094852735,-0.01576063525148001
2/27/2015,ANN,-0.052767997209959165,-0.2056901420049462,-0.45994496283316394,0.10565610542464328
2/27/2015,AOS,-0.004511744479671588,-0.059803676845313083,0.30537268524436595,-0.48707653729572953
2/27/2015,APD,0.030796801272867293,0.9570420552217098,0.1915618028044694,-0.4530599455226977
2/27/2015,AR,0.06123135388148357,0.1121604767734412,-0.8964470563069251,0.16929042016916235
2/27/2015,ARR,-0.18842127204005063,-0.2246425881516098,-0.3349245272774698,-0.4943814461200144
