date,ticker,momentum,market_cap,vol10,beta
6/19/2015,X1321686D,-0.2096765857451542,-0.21705854426822296,-0.3069723084819424,-0.11294333118326208
6/19/2015,X1448021D,-0.27384006761064195,-0.1960201603564232,-0.37312382284168794,-0.004721963945368413
6/19/2015,X9876566D,-0.18581286730516725,0.5625580232140969,-0.34620643722058314,-0.050878272409499076
6/19/2015,X9999900D,0.08691428746428101,-0.047348354707052315,-0.4537128440345715,-0.026387169959144013
6/19/2015,AAL,-0.24194310697408683,0.792035744456481,-0.07735885235039679,0.18824140877958007
6/19/2015,AAN,0.35870908329479645,-0.1736206712119167,-0.34269902030631794,-0.0455404680292935
6/19/2015,AAOI,1.1270763960660923,-0.2578616787912399,0.12733563012282298,0.21416290325338883
6/19/2015,AAP,-0.364424868920594,0.16443150478692942,-0.3402723772086577,-0.06908960500078874
6/19/2015,AAT,-0.08464894582330022,-0.20139867545690981,-0.3063809416766303,-0.10296547462941373
6/19/2015,AAWW,0.33762879899107556,-0.21759149352133494,-0.13470104050687162,0.005988532425370887
6/19/2015,ABMD,2.044281325840781,-0.1638921614646902,-0.14577387413737153,-0.015118471823154438
6/19/2015,ABT,0.04705951296887656,2.4664231599310686,-0.25132265290618866,0.02029245265990879
6/19/2015,ACAD,0.4704507837844252,-0.11380318186576548,0.07401065785071,0.05898281251381727
6/19/2015,ACC,-0.1501973081644639,-0.10449000549254744,-0.3371931914292738,-0.0995464888172559
6/19/2015,ACIW,0.2844129537527217,-0.15870503539346847,-0.22316135779804785,0.012024089012139331
6/19/2015,ACM,0.03337924764699154,-0.07691028568628336,-0.3089095445683098,0.13231656942356984
6/19/2015,ACOR,-0.766947159469217,-0.21367593175970875,-0.23588594009166108,-0.05782090686479917
6/19/2015,ADI,0.25855263283563545,0.5159210446328056,-0.19734513795235192,0.024897617223223374
6/19/2015,ADMS,-0.003993055742090049,-0.25047562026336945,1.4098878790920562,0.06620454785174246
6/19/2015,ADP,-0.0022726634525614834,1.1911007748664986,-0.31892199634100865,0.009302855406544314
6/19/2015,ADS,0.028377295382453552,0.4233157433884006,-0.34359626649368813,-0.0057337046448844705
6/19/2015,ADT,0.07403586331023489,-0.03406281135702824,-0.3944130278329254,0.16629710188317925
6/19/2015,ADTN,-0.7879885472052622,-0.23500440882418158,-0.4821800185247702,-0.09881384900036494
6/19/2015,ADVM,-1.0468984487854587,-0.2532535388633326,3.0,-0.31141894634005685
6/19/2015,ADXS,2.9999999999999996,-0.24437105499294548,1.6785927202506152,-0.309500127772009
6/19/2015,AEE,-0.4971425018038523,0.07379723038342931,-0.36333568261583166,-0.10537271974205548
6/19/2015,AEGN,-0.13520703866809455,-0.24356909641524443,-0.07026245068665099,0.12205961198709632
6/19/2015,AEGR,-0.2419940782382248,-0.24819753601628858,-0.051522240545896936,-0.06274005992106706
6/19/2015,AEL,-0.32898632391211113,-0.19009002354323992,-0.1016456752858027,0.04917939401160962
6/19/2015,AEO,0.5473365492226002,-0.14198845336510021,-0.2468772058869456,-0.04815703880390406
6/19/2015,AEP,-0.3315920576038293,0.7145192300146819,-0.4046905750700745,-0.11573434000951337
6/19/2015,AERI,-1.8924230712001533,-0.24922413841967186,3.0,-0.08555655707567131
6/19/2015,AF,-0.08945122393123531,-0.2166041430430487,-0.35872709992615764,0.018059645598907773
6/19/2015,AFL,0.03284278120501407,0.7313312875097044,-0.37901709893600555,-0.001791404677804573
6/19/2015,AGIO,-0.2291504792733308,-0.13122635008658204,0.6160900987339142,-0.007129209058010116
6/19/2015,AGNC,-0.16898841734004294,-0.010543062992924778,-0.2954508517577574,-0.20382555608806965
6/19/2015,AI,-0.6234996786667464,-0.25024846935074374,-0.3937808771100055,-0.10464007992516453
6/19/2015,AIRM,-0.1929319776430366,-0.20460176066028812,-0.21524927778214747,-0.06022815197744087
6/19/2015,AIT,-0.3205321264484997,-0.2058668418860255,-0.25323949703375215,0.018408521702189144
6/19/2015,AIV,0.011532301370770433,-0.04847156279102771,-0.2859074150375475,-0.0908594738455488
6/19/2015,AKR,-0.18430666467650342,-0.18986555274705302,-0.380954335022373,-0.10593092150730571
6/19/2015,AKRX,0.201621882885155,-0.06865776539372759,-0.14548838671411735,-0.05171557505737445
