date,ticker,momentum,market_cap,vol10,beta
9/12/2014,X1288453D,0.016340893251710707,0.321172403088925,-0.22219115291327926,-0.00010111984002930838
9/12/2014,X1321686D,0.07296630702226091,-0.20669241468599522,0.05607172850082065,-0.06423323378709811
9/12/2014,X1437361D,0.33720925290228,-0.20860343147911908,0.4245991174756202,-0.06552027082666238
9/12/2014,X1455797D,0.5131597835564073,-0.21100989531834619,-0.3240694596309458,0.03891807626188286
9/12/2014,X1477069D,0.35672925007168865,-0.1588849482536323,-0.050723710924432605,0.0580038938242019
9/12/2014,X9876543D,0.46667992120330026,-0.21146701574534782,-0.16878172574182507,-0.004841183083302591
9/12/2014,X9876566D,0.34503292225432197,0.5892942185459853,-0.605844578693322,-0.07587934943778947
9/12/2014,X9876567D,-0.0711412126290568,-0.2093740322700091,-0.15698060724361684,-0.02847871700505633
9/12/2014,AAL,0.7418190187921551,0.797570031435818,0.14788162062676188,0.006334065357792071
9/12/2014,AAP,0.07215048757092879,0.11384954007109159,-0.45336663492282225,-0.03378382089984565
9/12/2014,AAWW,-0.009997379340019503,-0.23489475892309689,0.26214641878401584,-0.006442131595931361
9/12/2014,ACAD,-0.7452257036411645,-0.16054719682569368,0.738288769302,0.2570865500416812
9/12/2014,ACC,0.5391105665513679,-0.11500681574887774,-0.15461570056044419,-0.08488860871473944
9/12/2014,ACGL,0.04521912672245919,0.01627480892951799,-0.5535590675693162,-0.13476914178468186
9/12/2014,ACHN,3.0,-0.22429496906206836,1.1447483248781831,0.09677196074766245
9/12/2014,ACIIQ,-1.456516594124752,-0.24656211188356175,0.09117069006592805,0.03345601663056126
9/12/2014,ADTN,-0.28534483902289903,-0.222445471183888,-0.44268943247206244,-0.031617831735700916
9/12/2014,AEC,0.5887602291662917,-0.23073108937600298,-0.27290786455438837,-0.07741751565580533
9/12/2014,AEE,0.09728944717532106,0.09452700277439273,-0.1961537644807246,-0.10340938562554246
9/12/2014,AEGR,-1.2218548713825075,-0.2334393842107328,0.34824307100209456,-0.015074697105203984
9/12/2014,AEL,-0.3193409982101002,-0.20086271200046085,-0.22120772637176198,0.045227696870478465
9/12/2014,AEO,-0.6226016929311781,-0.16616253536390546,-0.19798012805782833,0.1309883113116884
9/12/2014,AEP,0.6702136308348943,0.7397587852132843,-0.23052686359852162,-0.09923436303378516
9/12/2014,AET,0.5017305697555448,0.8778441692912906,-0.3192225716763245,-0.07832785892769226
9/12/2014,AFG,0.2513052779899552,-0.06419430899735415,-0.5527629603690402,-0.05550649483590616
9/12/2014,AFL,0.0015187612057027807,0.7966136518005377,-0.4999857359742757,-0.0545019781220999
9/12/2014,AFOP,0.11486683006459596,-0.26123177712158896,-0.20650315808431205,0.10543591740424152
