date,vol10,momentum,market_cap,beta
2013/02/08,0.00010765904230093773,0.02649090414669246,2.2474625987481814e-08,-0.0040307814112018675
2013/02/15,0.00034815588469398707,0.011221347645377076,-2.5108403737170274e-08,-0.0003690486784361229
2013/02/22,0.000678927241987569,-0.013417085697029844,1.1100698580416311e-07,-0.038584600869291316
2013/03/01,-0.00021389331524147474,0.01616146706854406,1.50998731843285e-08,-0.013217329857510401
2013/03/08,1.8858812136955486e-05,0.006859910093987409,-3.262350408069279e-08,0.030986910240643806
2013/03/15,0.00012426808208740106,0.0005855783996166265,-1.3217824728521666e-08,0.007749674833380478
2013/03/22,0.0005198850794664436,0.009054520947634625,4.0080433555193914e-08,-0.027665047800484573
2013/03/29,-3.0420136238502057e-05,-0.0022321818465735857,2.1721612833833384e-08,-0.005726149309350744
2013/04/05,-0.0002575870771192362,-0.017660700238860898,8.719908862775715e-08,-0.024561172660538533
2013/04/12,8.642303929500294e-05,0.0114482753593318,7.946320835363324e-08,0.018599470899707576
2013/04/19,-0.00023740412513403403,0.014757653579205741,4.238147086231234e-08,-0.043694898342102065
2013/04/26,0.00023076621679267797,-0.0007164371094421948,9.199855038963376e-09,0.030912243377215338
2013/05/03,-0.00018862775906582188,-0.012630855292996143,1.2733183936996701e-08,0.023588514037636923
2013/05/10,-7.396713687717533e-05,-0.0013244867559806344,-6.774355409798308e-08,0.016672048293998917
2013/05/17,1.5002127605629086e-05,0.018727941604385057,3.155070427931214e-08,0.014602541254550575
2013/05/24,0.0007894724073806086,-0.010151615680375349,3.4029482248779884e-08,-0.017591783689090645
2013/05/31,0.0004487333812920833,-0.0034526713209282467,-8.237727418422849e-08,-7.879892599093717e-05
2013/06/07,-0.0001753017318577807,0.00982749862852489,2.6128943567928048e-08,-0.0053483427802127805
2013/06/14,0.00019332002416149548,0.004741764161319417,-3.135452119840389e-08,-0.015076712135167465
2013/06/21,-0.00016609243767146576,-0.0028687929870175577,-1.1337308599581983e-07,-0.013600247606158569
2013/06/28,0.0009948522169490545,0.015027413775509268,8.998754014732704e-08,-0.017138055635323363
2013/07/05,-0.00018804921665881537,0.006578426164233358,-9.560268002291571e-08,0.020856786117596372
2013/07/12,0.0002482273270340807,0.0070540952587360446,4.855683495446772e-08,0.014638275738638521
2013/07/19,0.0001478290478542313,-0.014549224085541958,-5.453389994774894e-08,0.012700797356974316
2013/07/26,0.0007293245522617256,-0.010191807277097871,7.047530671197194e-08,-0.012302323783488224
2013/08/02,0.0008132237819708557,0.0002734482138548255,1.529654861075017e-07,0.005948090971919034
2013/08/09,-0.00021867352241441442,-0.011521798594091474,-2.7863622443704276e-08,-0.014568751002500706
2013/08/16,0.00015598367613313917,-0.007994865161429606,5.796003761622311e-09,-0.013331706724927258
2013/08/23,-5.289012255208891e-05,0.004313870201008873,-7.223699761028384e-08,0.010487264510929812
2013/08/30,0.000728282268204053,-0.008148950558075064,1.5282566465624128e-07,-0.023109369436744322
2013/09/06,-8.552353504906254e-06,0.006156861182868009,-1.704761355734645e-08,0.0168502018861547
2013/09/13,-9.320838930571296e-05,-0.014727793829662434,1.3567207342715155e-08,0.023298420980725987
2013/09/20,-7.609147610258062e-05,-0.003427061893880353,-2.007798180381379e-08,0.014519505208809725
2013/09/27,0.00020923638354319434,0.007926795996431693,-8.015926437896794e-08,-0.010674541043602997
2013/10/04,0.0006705005307107224,0.030245160825121957,7.013445216362703e-08,-0.0003279184488805633
2013/10/11,-0.00029429133938763027,-0.023349418682395193,-5.1616569588053116e-08,-0.0025350252208212504
2013/10/18,-0.00026824476854605904,0.01922027560355175,3.132681855837152e-08,0.013244334609266306
2013/10/25,1.1099870484067464e-05,-0.022237888923227585,3.850096716026981e-08,-0.003677259523029697
2013/11/01,-0.00013859265537055117,-0.0035510574642377106,1.45619838940579e-07,-0.007542739638854936
2013/11/08,-3.897979112122382e-05,0.003375499926739198,4.363008832274334e-09,0.0009571608476197519
2013/11/15,0.00021195120535898878,0.005975720718019553,6.287949476855369e-08,0.0024220085641391037
2013/11/22,0.0003972513406543882,-0.007583731761143777,3.3731918250626945e-08,-0.01576954674952293
2013/11/29,-8.33682174450907e-05,0.010965674780813934,-1.5944016965050236e-07,0.003516877241262634
2013/12/06,1.9792174545416037e-05,0.01660259156766475,1.0399044245597897e-07,-0.011725469025150384
2013/12/13,5.094795663846182e-06,0.0030642123498117444,3.246678852245856e-08,-0.015413225246001446
2013/12/20,-0.00030478024944142356,0.0017799857282093713,-8.165281185992684e-08,0.03269009203278524
2013/12/27,0.0003108283976513526,0.014495056552208264,1.9984036982562428e-08,0.0288668233469531
2014/01/03,0.00020257600726584073,-0.0049795957811918775,-4.681981977982878e-08,-0.007509964074914169
2014/01/10,0.0015630739923202643,0.005373687424164246,2.2926866151589352e-07,-0.0011397324110466274
